stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20221201,726000,737000,741000,725000,155973,113785696769,00,0.00,N,5,-3000,
20221130,729000,717000,729000,710000,254437,184380571000,00,0.00,N,2,11000,
20221129,718000,724000,724000,713000,138313,99116845000,00,0.00,N,5,-9000,
20221128,727000,727000,730000,715000,190161,137933006000,00,0.00,N,2,2000,
20221125,725000,721000,729000,713000,225417,163175602992,00,0.00,N,2,5000,
20221124,720000,713000,720000,706000,204323,146084702000,00,0.00,N,2,19000,
20221123,701000,690000,709000,688000,199131,139261637000,00,0.00,N,2,21000,
20221122,680000,693000,704000,680000,185233,127406207000,00,0.00,N,5,-14000,
20221121,694000,705000,707000,688000,214237,148519043000,00,0.00,N,5,-7000,
20221118,701000,700000,716000,696000,171763,121491395000,00,0.00,N,2,1000,
20221117,700000,720000,721000,700000,288330,203563251000,00,0.00,N,5,-22000,
20221116,722000,722000,723000,703000,311376,222574686000,00,0.00,N,2,4000,
20221115,718000,756000,756000,715000,584477,423282363000,00,0.00,N,5,-41000,
20221114,759000,749000,783000,739000,429953,325894981000,00,0.00,N,2,12000,
20221111,747000,741000,750000,733000,308615,229006491000,00,0.00,N,2,22000,
20221110,725000,729000,732000,717000,330044,239155712168,00,0.00,N,5,-13000,
20221109,738000,730000,738000,723000,210001,153970468544,00,0.00,N,2,8000,
20221108,730000,734000,739000,711000,357230,258456280696,00,0.00,N,5,-10000,
20221107,740000,742000,749000,733000,235945,174640374000,00,0.00,N,2,7000,
20221104,733000,735000,742000,726000,267670,196610351034,00,0.00,N,5,-6000,
20221103,739000,710000,745000,709000,358152,261336242112,00,0.00,N,2,14000,
20221102,725000,750000,754000,715000,494088,361611852000,00,0.00,N,5,-35000,
20221101,760000,735000,760000,732000,407364,304321509000,00,0.00,N,2,23000,
20221031,737000,734000,740000,722000,293847,215287332011,00,0.00,N,2,10000,
20221028,727000,712000,735000,712000,475602,344846682940,00,0.00,N,3,0,
20221027,727000,685000,735000,683000,782184,556981913000,00,0.00,N,2,50000,
20221026,677000,668000,677000,653000,449885,301594871000,00,0.00,N,2,22000,
20221025,655000,653000,668000,651000,277578,182468088000,00,0.00,N,2,5000,
20221024,650000,636000,650000,627000,460450,294871847000,00,0.00,N,2,23000,
20221021,627000,604000,635000,604000,728698,455273415000,00,0.00,N,2,38000,
20221020,589000,601000,602000,576000,301434,176545966000,00,0.00,N,5,-17000,
20221019,606000,611000,613000,601000,236214,143246864000,00,0.00,N,2,1000,
20221018,605000,614000,615000,597000,186952,112986884000,00,0.00,N,3,0,
20221017,605000,596000,613000,588000,209025,126240950000,00,0.00,N,2,2000,
20221014,603000,607000,607000,598000,175231,105496519321,00,0.00,N,2,7000,
20221013,596000,608000,608000,595000,274635,164422018880,00,0.00,N,5,-14000,
20221012,610000,599000,610000,587000,302101,181003455000,00,0.00,N,2,10000,
20221011,600000,579000,600000,578000,286485,169100547034,00,0.00,N,2,9000,
20221007,591000,576000,591000,573000,169198,98925381120,00,0.00,N,2,6000,
20221006,585000,571000,592000,568000,175518,102407700000,00,0.00,N,2,16000,
20221005,569000,580000,580000,559000,267090,152002582000,00,0.00,N,2,13000,
20221004,556000,550000,559000,537000,316160,174128505000,00,0.00,N,2,10000,
20220930,546000,564000,575000,544000,304306,167903776000,00,0.00,N,5,-20000,
20220929,566000,575000,584000,561000,206761,118239960000,00,0.00,N,2,2000,
20220928,564000,583000,585000,558000,282787,160770851480,00,0.00,N,5,-23000,
