stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20240401,177000,179900,180000,174400,184373,32498851300,00,0.00,N,5,-1600,
20240329,178600,181000,182200,178300,157851,28323880500,02,0.00,N,5,-4000,
20240328,182600,186000,187200,182600,117312,21589030800,00,0.00,N,5,-2600,
20240327,185200,186500,188900,185100,92587,17280890200,00,0.00,N,5,-3200,
20240326,188400,190000,191700,188200,95394,18077559400,00,0.00,N,2,500,
20240325,187900,191500,192600,187500,84198,15912189800,00,0.00,N,5,-3300,
20240322,191200,189000,196600,189000,138851,26719507600,00,0.00,N,2,200,
20240321,191000,186700,191500,184800,196151,37179745600,00,0.00,N,2,8000,
20240320,183000,185000,186700,182900,92703,17130742900,00,0.00,N,2,300,
20240319,182700,182400,185300,182300,99398,18248125300,00,0.00,N,5,-1500,
20240318,184200,189300,189300,183700,102543,18942048900,00,0.00,N,5,-3100,
20240315,187300,188900,192700,187000,204573,38683390700,00,0.00,N,5,-1600,
20240314,188900,180400,191400,180200,313186,58890446500,00,0.00,N,2,9700,
20240313,179200,181000,181300,178300,185342,33233489900,00,0.00,N,5,-1200,
20240312,180400,186200,186200,178300,254731,45982039500,00,0.00,N,5,-4000,
20240311,184400,187700,189500,184100,124410,23184439400,00,0.00,N,5,-5300,
20240308,189700,193400,194700,188700,117141,22329308500,00,0.00,N,5,-2200,
20240307,191900,190200,195600,187800,162483,31126052100,00,0.00,N,2,2500,
20240306,189400,192800,193000,187300,171256,32516851800,00,0.00,N,5,-3600,
20240305,193000,191300,199100,191200,204672,40054134100,00,0.00,N,5,-200,
20240304,193200,192400,194500,190000,162199,31176760400,00,0.00,N,2,1400,
20240229,191800,194500,196700,188800,372756,71298040900,00,0.00,N,5,-1800,
20240228,193600,185500,195800,183600,205607,39272045000,00,0.00,N,2,8100,
20240227,185500,188800,189300,181600,253583,46848898900,00,0.00,N,5,-4700,
20240226,190200,199800,199900,187200,436018,83211567300,00,0.00,N,5,-13800,
20240223,204000,206500,212000,201000,260652,53774616000,00,0.00,N,5,-500,
20240222,204500,202500,205500,199900,145844,29639040300,00,0.00,N,2,4000,
20240221,200500,198900,207000,195700,191406,38360590200,00,0.00,N,2,1500,
