Date,Open,High,Low,Close,Volume,Change,RSI,Stochastic RSI,Target
2018-01-18,8060,8220,8060,8170,87420,0.0161691542288557,42.6829268292683,0.6810196222262977,1
2018-01-19,8100,8300,8100,8280,51990,0.0134638922888616,52.27272727272727,1.0,1
2018-01-22,8189,8500,8180,8370,99950,0.0108695652173913,56.25,1.0,0
2018-01-23,8310,8460,8240,8320,35550,-0.005973715651135,53.0,0.878562874251497,1
2018-01-24,8320,8590,8320,8520,104130,0.0240384615384614,63.47826086956522,1.0,1
2018-01-25,8520,8620,8440,8620,52110,0.0117370892018779,72.80701754385964,1.0,1
2018-01-26,8640,11200,8640,11200,2927740,0.2993039443155452,93.68131868131869,1.0,1
2018-01-29,12200,14550,11800,13500,5520700,0.2053571428571428,96.77966101694916,1.0,0
2018-01-30,13100,13200,12000,12550,1413440,-0.0703703703703704,83.97058823529412,0.8096507590377924,0
2018-01-31,12900,13600,12050,12500,1256460,-0.0039840637450199,83.35766423357664,0.7957033957739355,1
2018-02-01,12200,13400,11700,13200,810140,0.056,85.1261620185923,0.8084634272752004,0
2018-02-02,13200,13350,12300,12550,601140,-0.0492424242424242,78.4577723378213,0.6831144010763398,0
2018-02-05,12000,12300,11900,12050,339640,-0.0398406374501991,73.31759149940967,0.5942125792127695,0
2018-02-06,11500,11950,11000,11600,492860,-0.0373443983402489,70.0902934537246,0.5066362514485695,0
2018-02-07,11900,11950,11300,11300,368900,-0.0258620689655172,67.33111849390919,0.3383380959857042,1
2018-02-08,11300,12000,11150,11950,283860,0.0575221238938052,69.17450365726228,0.3694524644903114,1
2018-02-09,11300,13000,11200,12400,540340,0.0376569037656904,70.2920443101712,0.394978944754201,1
2018-02-12,12500,14200,12500,13550,1119310,0.092741935483871,73.70806890299184,0.3071885262527092,1
2018-02-13,13500,14850,13200,14000,1043250,0.033210332103321,74.29078014184397,0.2363329744584024,1
2018-02-14,14350,17200,13550,15800,2115580,0.1285714285714285,77.65793528505392,0.3506732729833823,1
2018-02-19,16600,16850,15650,16600,739970,0.0506329113924051,74.10714285714286,0.2300971043959899,0
2018-02-20,16700,16850,15200,15400,440400,-0.072289156626506,59.4059405940594,0.0,1
2018-02-21,15200,16700,15200,16700,518820,0.0844155844155845,69.85645933014354,0.4063152709142715,0
2018-02-22,16600,17000,16100,16450,304730,-0.0149700598802394,68.54460093896714,0.3553103293345268,0
2018-02-23,16300,16650,16100,16300,186700,-0.0091185410334346,65.34653465346534,0.3118122256853888,0
2018-02-26,16500,16600,15850,16150,202040,-0.00920245398773,68.75,0.5119473002340357,1
2018-02-27,16150,17950,16050,17150,641180,0.0619195046439629,75.24752475247524,0.8679371447676363,0
2018-02-28,17150,17850,16400,16700,478550,-0.0262390670553935,75.24752475247524,0.8679371447676363,0
2018-03-02,16300,17000,16150,16550,242160,-0.0089820359281437,76.3819095477387,0.9300884227221032,0
2018-03-05,16550,17100,15850,16000,339750,-0.0332326283987914,70.55837563451777,0.6110255470302624,0
2018-03-06,16100,16500,15650,15950,336870,-0.003125,68.78306878306879,0.5137590903221131,0
2018-03-07,16100,16100,15250,15400,310740,-0.0344827586206896,60.451977401129945,0.057310821352948,1
2018-03-08,15449,16000,15449,15700,185470,0.0194805194805194,59.770114942528735,0.0199525780406355,1
2018-03-09,15600,16450,15499,16150,186610,0.0286624203821657,52.38095238095238,0.0,0
2018-03-12,16400,16400,15750,16050,149640,-0.0061919504643962,45.86466165413534,0.0,1
2018-03-13,16100,16750,15949,16500,279670,0.0280373831775699,59.32203389830509,0.4409759455075407,0
2018-03-14,16349,16650,15750,15950,236800,-0.0333333333333333,42.71844660194174,0.0,0
2018-03-15,15900,16049,15549,15650,265940,-0.018808777429467,42.30769230769231,0.0,1
2018-03-16,15700,17150,15700,16950,662780,0.0830670926517571,55.11811023622047,0.3759563378457441,0
2018-03-19,17200,17400,16550,16900,255350,-0.0029498525073746,55.99999999999999,0.4018377765172998,1
2018-03-20,16750,17800,16700,17750,392770,0.0502958579881656,54.91803278688525,0.370084524329803,1
2018-03-21,17900,18850,17400,18750,483420,0.056338028169014,65.41353383458647,0.6781033695981304,0
2018-03-22,18950,19500,18050,18300,301800,-0.024,62.58992805755396,0.717937881899042,0
2018-03-23,17800,18650,17000,17350,413930,-0.0519125683060108,59.18367346938776,0.6374217634786428,0
2018-03-26,17350,17850,16700,17250,323900,-0.0057636887608069,58.78378378378378,0.7130703920441089,0
2018-03-27,17600,17650,16400,16800,485670,-0.026086956521739,59.589041095890416,0.7479212028734548,0
2018-03-28,16500,16900,16050,16350,289380,-0.0267857142857143,54.36241610738256,0.5217175832206367,1
2018-03-29,16500,17850,16500,17700,442430,0.0825688073394494,59.2814371257485,0.7346083802357736,1
2018-03-30,18000,18400,17300,17850,387720,0.0084745762711864,60.71428571428572,0.7966207759699623,0
