stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20211201,5930,5630,5960,5630,513137,2984815430,00,0.00,N,2,210,
20211130,5720,6070,6210,5680,722350,4268281130,00,0.00,N,5,-350,
20211129,6070,5950,6120,5940,411623,2487687390,00,0.00,N,5,-150,
20211126,6220,6330,6400,6180,364880,2284661240,00,0.00,N,5,-130,
20211125,6350,6400,6470,6310,266033,1690685280,00,0.00,N,5,-90,
20211124,6440,6490,6520,6370,240572,1544678380,00,0.00,N,5,-60,
20211123,6500,6460,6660,6430,385683,2514745610,00,0.00,N,2,40,
20211122,6460,6400,6460,6300,274371,1755998010,00,0.00,N,2,60,
20211119,6400,6290,6420,6250,296485,1881950340,00,0.00,N,2,110,
20211118,6290,6390,6410,6250,293010,1844740610,00,0.00,N,5,-80,
20211117,6370,6540,6540,6350,271785,1742411780,00,0.00,N,5,-170,
20211116,6540,6570,6640,6480,190393,1246348200,00,0.00,N,5,-30,
20211115,6570,6500,6620,6430,226166,1477695240,00,0.00,N,2,140,
20211112,6430,6420,6520,6380,237814,1532053330,00,0.00,N,2,20,
20211111,6410,6460,6550,6410,257645,1663973280,00,0.00,N,5,-140,
20211110,6550,6610,6800,6540,398621,2646000910,00,0.00,N,3,0,
20211109,6550,6580,6670,6530,193098,1269699560,00,0.00,N,5,-40,
20211108,6590,6650,6650,6490,274602,1793375960,00,0.00,N,5,-60,
20211105,6650,6790,6820,6620,256663,1710177490,00,0.00,N,5,-180,
20211104,6830,6820,6900,6780,341538,2335676940,00,0.00,N,2,50,
20211103,6780,6790,6800,6720,217413,1469550430,00,0.00,N,5,-10,
20211102,6790,6650,6850,6650,355954,2417114820,00,0.00,N,2,140,
20211101,6650,6690,6750,6620,211958,1418262960,00,0.00,N,5,-40,
20211029,6690,6690,6700,6630,201735,1347474980,00,0.00,N,3,0,
20211028,6690,6800,6800,6690,247265,1664362130,00,0.00,N,5,-90,
20211027,6780,6780,6800,6710,279245,1888857330,00,0.00,N,3,0,
20211026,6780,6630,6780,6630,267839,1795888670,00,0.00,N,2,100,
20211025,6680,6750,6750,6610,207212,1380669490,00,0.00,N,5,-20,
20211022,6700,6590,6740,6590,263888,1762871880,00,0.00,N,2,60,
20211021,6640,6650,6750,6620,182528,1215009470,00,0.00,N,5,-30,
20211020,6670,6740,6770,6650,242536,1623172770,00,0.00,N,5,-50,
20211019,6720,6640,6820,6640,357249,2403598650,00,0.00,N,2,60,
20211018,6660,6660,6700,6530,271071,1794969300,00,0.00,N,2,10,
20211015,6650,6620,6650,6510,292300,1928698040,00,0.00,N,2,120,
20211014,6530,6460,6620,6460,314986,2065248100,00,0.00,N,2,80,
