체결시각,체결가,전일비,매도,매수,거래량,변동량
15:59,79600,3500,79600,0,25421713,50
15:58,79600,3500,79600,0,25421663,738
15:57,79600,3500,79600,0,25420925,1890
15:56,79600,3500,79600,0,25419035,512
15:55,79600,3500,79600,0,25418523,1556
15:54,79600,3500,79600,0,25416967,999
15:53,79600,3500,79600,0,25415968,1526
15:52,79600,3500,79600,0,25414442,929
15:51,79600,3500,79600,0,25413513,3114
15:50,79600,3500,79600,0,25410399,1326
15:49,79600,3500,79600,0,25409073,6385
15:48,79600,3500,79600,0,25402688,1229
15:47,79600,3500,79600,0,25401459,1188
15:46,79600,3500,79600,0,25400271,1366
15:45,79600,3500,0,0,25398905,1675
15:44,79600,3500,79600,0,25397230,1561
15:43,79600,3500,79600,0,25395669,2918
15:42,79600,3500,79600,0,25392751,3921
15:41,79600,3500,79600,0,25388830,9240
15:40,79600,3500,79600,0,25379590,28408
15:30,79600,3500,79700,79600,25351182,1238165
15:19,79700,3400,79700,79600,24113017,107852
15:18,79600,3500,79700,79600,24005165,36629
15:17,79700,3400,79700,79600,23968536,158396
15:16,79900,3200,79900,79800,23810140,235300
15:15,79800,3300,79800,79700,23574840,41473
15:14,79700,3400,79700,79600,23533367,114778
15:13,79600,3500,79600,79500,23418589,104117
15:12,79600,3500,79600,79500,23314472,47123
15:11,79600,3500,79600,79500,23267349,141318
15:10,79600,3500,79600,79500,23126031,45021
15:09,79600,3500,79600,79500,23081010,191954
15:08,79700,3400,79700,79600,22889056,133603
15:07,79700,3400,79800,79700,22755453,41618
15:06,79700,3400,79800,79700,22713835,34629
15:05,79700,3400,79800,79700,22679206,50011
15:04,79800,3300,79800,79700,22629195,46229
15:03,79800,3300,79900,79800,22582966,53046
15:02,79900,3200,79900,79800,22529920,103389
15:01,79700,3400,79800,79700,22426531,62813
15:00,79800,3300,79800,79700,22363718,183161
14:59,79800,3300,79900,79800,22180557,26582
14:58,79800,3300,79900,79800,22153975,20598
14:57,79900,3200,79900,79800,22133377,25207
14:56,79900,3200,79900,79800,22108170,44922
14:55,79800,3300,79900,79800,22063248,27652
14:54,79900,3200,79900,79800,22035596,23355
14:53,79900,3200,79900,79800,22012241,76368
14:52,79800,3300,79900,79800,21935873,32321
14:51,79800,3300,79900,79800,21903552,17560
14:50,79900,3200,79900,79800,21885992,25888
14:49,79900,3200,79900,79800,21860104,16016
14:48,79800,3300,79900,79800,21844088,98470
14:47,79800,3300,79800,79700,21745618,64850
14:46,79700,3400,79700,79600,21680768,202622
14:45,79600,3500,79600,79500,21478146,55105
14:44,79600,3500,79600,79500,21423041,44078
14:43,79600,3500,79600,79500,21378963,37402
14:42,79600,3500,79600,79500,21341561,36820
14:41,79500,3600,79600,79500,21304741,62607
14:40,79600,3500,79600,79500,21242134,42733
14:39,79500,3600,79600,79500,21199401,41806
14:38,79500,3600,79600,79500,21157595,53243
14:37,79600,3500,79600,79500,21104352,31769
14:36,79500,3600,79600,79500,21072583,34618
14:35,79600,3500,79600,79500,21037965,23442
14:34,79600,3500,79600,79500,21014523,62906
14:33,79600,3500,79600,79500,20951617,31441
14:32,79600,3500,79600,79500,20920176,309556
14:31,79700,3400,79700,79600,20610620,19235
14:30,79700,3400,79700,79600,20591385,25443
14:29,79600,3500,79700,79600,20565942,32018
14:28,79700,3400,79700,79600,20533924,29539
14:27,79700,3400,79700,79600,20504385,233658
14:26,79800,3300,79800,79700,20270727,39700
14:25,79700,3400,79800,79700,20231027,20745
14:24,79800,3300,79800,79700,20210282,60553
14:23,79800,3300,79800,79700,20149729,34157
14:22,79800,3300,79800,79700,20115572,17292
14:21,79800,3300,79800,79700,20098280,28130
14:20,79900,3200,79900,79800,20070150,50883
14:19,79800,3300,79900,79800,20019267,36345
14:18,79800,3300,79800,79700,19982922,64156
14:17,79800,3300,79900,79800,19918766,110996
14:16,79800,3300,79800,79700,19807770,183956
14:15,79800,3300,79900,79800,19623814,17655
14:14,79900,3200,79900,79800,19606159,25364
14:13,79800,3300,79900,79800,19580795,85079
14:12,79900,3200,80000,79900,19495716,18703
14:11,80000,3100,80000,79900,19477013,11276
14:10,80000,3100,80000,79900,19465737,25604
14:09,80000,3100,80000,79900,19440133,41613
14:08,79900,3200,79900,79800,19398520,69643
14:07,79900,3200,79900,79800,19328877,128154
14:06,79700,3400,79800,79700,19200723,82280
14:05,79700,3400,79800,79700,19118443,31206
14:04,79800,3300,79800,79700,19087237,48822
14:03,79800,3300,79800,79700,19038415,29622
