stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas,company_id
20200618,377000,384000,384500,374500,549428,207730201500,0,0.0,N,5,-7500,,030200
20200617,384500,375000,388000,373500,1041621,397865128500,0,0.0,N,2,8500,,030200
20200616,376000,367000,376000,360500,846115,312540847173,0,0.0,N,2,27500,,030200
20200615,348500,376000,382000,348500,1182814,435858946000,0,0.0,N,5,-31000,,030200
20200612,379500,367000,385000,367000,1010020,380540957500,0,0.0,N,5,-8000,,030200
20200611,387500,389500,399000,381000,1406550,547541965000,0,0.0,N,2,2500,,030200
20200610,385000,382000,387000,378500,472751,181579555500,0,0.0,N,2,1500,,030200
20200609,383500,381500,390000,376000,989349,380043150000,0,0.0,N,2,8000,,030200
20200608,375500,376000,379000,371000,691875,259093198000,0,0.0,N,2,4000,,030200
20200605,371500,371000,376000,369000,648486,240857969500,0,0.0,N,2,1000,,030200
20200604,370500,366000,375000,364000,778566,288272698000,0,0.0,N,2,4500,,030200
20200603,366000,370000,372500,362000,955239,349138834500,0,0.0,N,5,-4000,,030200
20200602,370000,373000,379000,368000,694109,259411935000,0,0.0,N,2,4000,,030200
20200601,366000,361000,369500,360500,532951,194633914500,0,0.0,N,2,7000,,030200
20200529,359000,355000,365500,353000,733157,264160942854,0,0.0,N,3,0,,030200
20200528,359000,362500,370500,348500,1477784,531205596332,0,0.0,N,5,-6000,,030200
20200527,365000,378000,383000,363000,1676145,623922651500,0,0.0,N,5,-23000,,030200
20200526,388000,359000,393500,358500,1454090,542279120000,0,0.0,N,2,40000,,030200
20200525,348000,338000,348000,336000,659563,226051013000,0,0.0,N,2,12000,,030200
20200522,336000,338000,341000,330000,465772,155784788000,0,0.0,N,2,1000,,030200
20200521,335000,334500,343500,330500,707599,238306115000,0,0.0,N,2,4000,,030200
20200520,331000,316500,331000,315000,614805,199720301500,0,0.0,N,2,13500,,030200
20200519,317500,320000,324500,313500,527064,167688275500,0,0.0,N,2,4000,,030200
20200518,313500,305000,320500,300000,786411,246032678000,0,0.0,N,2,11000,,030200
20200515,302500,308500,310500,301000,462886,140617023500,0,0.0,N,5,-5500,,030200
20200514,308000,310000,316500,299500,991739,305054779000,0,0.0,N,5,-1500,,030200
20200513,309500,280000,313500,279500,1659104,498640795000,0,0.0,N,2,25500,,030200
20200512,284000,286000,287000,279000,415346,117492664500,0,0.0,N,5,-3000,,030200
20200511,287000,288500,290000,284500,373632,107267677500,0,0.0,N,2,1500,,030200
20200508,285500,284000,291000,283000,467585,134170934000,0,0.0,N,2,3000,,030200
20200507,282500,281500,283000,278500,259687,73019079000,0,0.0,N,2,1000,,030200
20200506,281500,283500,284000,278000,347019,97466281500,0,0.0,N,2,4500,,030200
20200504,277000,277500,280500,275500,572771,159133446500,0,0.0,N,5,-9000,,030200
20200429,286000,281500,286000,280000,634295,180134504000,0,0.0,N,2,6500,,030200
20200428,279500,285000,288500,277500,505802,142781117500,0,0.0,N,2,500,,030200
20200427,279000,277000,280500,275000,335350,93269580000,0,0.0,N,2,2000,,030200
20200424,277000,280000,282000,275000,494177,137503797500,0,0.0,N,5,-7500,,030200
20200423,284500,291000,291500,284000,607966,174584415000,0,0.0,N,5,-1000,,030200
20200422,285500,274500,285500,273000,631088,175502088000,0,0.0,N,2,2500,,030200
20200421,283000,278500,285500,274000,1098619,307329494000,0,0.0,N,3,0,,030200
20200420,283000,287000,294000,278000,875648,250385816000,0,0.0,N,5,-3500,,030200
20200417,286500,277500,305000,276500,2107737,612505196500,0,0.0,N,2,15500,,030200
20200416,271000,252000,271500,252000,1230799,325076774500,0,0.0,N,2,19500,,030200
20200414,251500,250500,252500,248000,640598,160506420000,0,0.0,N,2,10000,,030200
20200413,241500,248500,248500,241000,412839,100738912000,0,0.0,N,5,-9000,,030200
20200410,250500,253500,254000,247000,439031,109934205500,0,0.0,N,5,-2500,,030200
20200409,253000,256000,256500,249000,600048,151422817500,0,0.0,N,2,3000,,030200
20200408,250000,245000,256000,242500,1069528,269939847500,0,0.0,N,2,5000,,030200
20200407,245000,246500,251000,240500,1116101,273181609000,0,0.0,N,2,5000,,030200
20200406,240000,234500,240000,230500,723090,170623097500,0,0.0,N,2,8500,,030200
20200403,231500,241000,245500,228000,1050266,247253112000,0,0.0,N,5,-1500,,030200
20200402,233000,231500,233500,222000,916444,207952954000,0,0.0,N,2,2000,,030200
20200401,231000,240000,244500,230000,794308,189329629000,0,0.0,N,5,-9500,,030200
20200331,240500,245500,248000,235500,1011083,244232347500,0,0.0,N,5,-4000,,030200
20200330,244500,239000,247000,235000,764977,183958673000,0,0.0,N,5,-3500,,030200
20200327,248000,258500,260000,236500,975996,242251115500,0,0.0,N,3,0,,030200
20200326,248000,258500,260500,246500,984405,248009508000,0,0.0,N,5,-9500,,030200
20200325,257500,267000,269500,249000,1368513,354678798000,0,0.0,N,2,11000,,030200
20200324,246500,231500,252500,224500,1668595,401545095500,0,0.0,N,2,28000,,030200
20200323,218500,202000,233500,200500,1576624,339438213500,0,0.0,N,2,2000,,030200
20200320,216500,197000,216500,194000,1818258,373915279000,0,0.0,N,2,33500,,030200
20200319,183000,227000,228000,180000,2233285,440946358000,0,0.0,N,5,-38500,,030200
20200318,221500,246000,249000,221500,1105362,260877323000,0,0.0,N,5,-24500,,030200
20200317,246000,242000,257000,240500,990457,245164921000,0,0.0,N,5,-7000,,030200
20200316,253000,280000,282500,253000,994249,265853614000,0,0.0,N,5,-24500,,030200
20200313,277500,260000,284500,258000,1076527,288901358500,0,0.0,N,5,-2500,,030200
20200312,280000,286500,291500,270500,961201,269502220500,0,0.0,N,5,-9000,,030200
20200311,289000,297500,301500,287000,592068,173780033000,0,0.0,N,5,-4500,,030200
20200310,293500,289000,298000,286000,901344,263500762780,0,0.0,N,5,-1500,,030200
20200309,295000,305000,305500,293500,728826,217941547000,0,0.0,N,5,-21500,,030200
20200306,316500,319500,323500,314500,422106,134196436000,0,0.0,N,5,-7000,,030200
20200305,323500,322500,324500,316500,554299,177909421500,0,0.0,N,2,8500,,030200
20200304,315000,304000,318000,303000,491231,154203045000,0,0.0,N,2,7000,,030200
20200303,308000,316500,318500,307500,652467,204998501000,0,0.0,N,2,3500,,030200
20200302,304500,296500,307500,292500,611983,184062217000,0,0.0,N,2,9500,,030200
20200228,295000,301500,303000,292000,919096,272077810082,0,0.0,N,5,-14500,,030200
20200227,309500,309000,313500,306000,599405,185458254000,0,0.0,N,5,-2500,,030200
20200226,312000,312500,317500,308500,660683,206526826500,0,0.0,N,5,-9000,,030200
20200225,321000,317500,322500,312500,842067,267822815099,0,0.0,N,3,0,,030200
20200224,321000,326000,329500,318500,704622,227874097500,0,0.0,N,5,-15500,,030200
20200221,336500,338500,348000,335000,536065,183190571000,0,0.0,N,5,-7000,,030200
20200220,343500,332000,347000,330500,527965,178019995500,0,0.0,N,2,9500,,030200
20200219,334000,342500,343500,332000,472858,158983927584,0,0.0,N,3,0,,030200
20200218,334000,336500,338000,331000,400006,133718998675,0,0.0,N,5,-4000,,030200
20200217,338000,338000,339000,332500,298316,100369724500,0,0.0,N,2,1000,,030200
20200214,337000,337500,340000,334000,370649,124951900000,0,0.0,N,2,500,,030200
20200213,336500,337500,342500,335000,689961,233410651572,0,0.0,N,5,-1500,,030200
20200212,338000,341500,343500,337000,641943,217710945000,0,0.0,N,5,-5000,,030200
20200211,343000,325000,351000,324000,874870,298426713000,0,0.0,N,2,21500,,030200
20200210,321500,314500,321500,312000,387188,123200545000,0,0.0,N,2,4500,,030200
20200207,317000,317000,322500,314000,650781,206575127500,0,0.0,N,5,-1500,,030200
20200206,318500,307000,319500,304500,628991,197263441000,0,0.0,N,2,4500,,030200
20200205,314000,321000,321000,310000,784165,247211039000,0,0.0,N,2,6000,,030200
20200204,308000,293500,309000,293000,939164,283121491500,0,0.0,N,2,24000,,030200
20200203,284000,271500,284500,268000,558416,155855784500,0,0.0,N,2,8000,,030200
20200131,276000,290500,290500,275000,592428,166194712700,0,0.0,N,5,-11000,,030200
20200130,287000,293000,296500,282000,638954,185418178000,0,0.0,N,3,0,,030200
20200129,287000,289000,291000,282500,414935,119070807056,0,0.0,N,2,2000,,030200
20200128,285000,274500,285500,274000,463275,129983411000,0,0.0,N,2,1500,,030200
20200123,283500,286000,291500,282500,460938,131617212000,0,0.0,N,5,-2500,,030200
20200122,286000,276500,287000,276500,382214,107695968000,0,0.0,N,2,10500,,030200
20200121,275500,276000,277500,273000,217679,59904490500,0,0.0,N,3,0,,030200
20200120,275500,273500,278500,271000,433345,119496513000,0,0.0,N,2,6000,,030200
20200117,269500,270500,273500,268000,350550,94854941500,0,0.0,N,2,1000,,030200
20200116,268500,265500,269000,262000,328175,87221995500,0,0.0,N,2,1000,,030200
20200115,267500,268500,270000,264000,305110,81320933500,0,0.0,N,2,2000,,030200
20200114,265500,265000,274500,263000,761042,203594990500,0,0.0,N,2,6500,,030200
20200113,259000,250000,261000,249000,641733,164820012000,0,0.0,N,2,10000,,030200
20200110,249000,233000,249500,233000,819751,200662121500,0,0.0,N,2,16500,,030200
20200109,232500,230500,233500,230000,277858,64435422500,0,0.0,N,2,3500,,030200
20200108,229000,229000,231000,227000,262681,60102826500,0,0.0,N,5,-2500,,030200
20200107,231500,230000,233500,229000,153608,35660990000,0,0.0,N,2,1500,,030200
20200106,230000,227000,230500,226000,151022,34606172000,0,0.0,N,2,1000,,030200
20200103,229000,235000,235500,228500,239332,55280141500,0,0.0,N,5,-3000,,030200
20200102,232000,237000,237500,231500,186494,43482830890,0,0.0,N,5,-4000,,030200
20191230,236000,233500,236000,233000,193665,45585380500,0,0.0,N,2,3000,,030200
20191227,233000,225500,233500,225500,411543,94834500500,2,0.0,N,2,10500,,030200
20191226,222500,226000,226000,222500,256886,57456085500,0,0.0,N,5,-2500,,030200
20191224,225000,227500,229000,224000,217855,49073277500,0,0.0,N,5,-3000,,030200
20191223,228000,229500,229500,227000,119352,27223368000,0,0.0,N,5,-500,,030200
20191220,228500,230000,230500,227500,173383,39631726500,0,0.0,N,3,0,,030200
20191219,228500,227000,229000,226500,157147,35802840000,0,0.0,N,2,1500,,030200
20191218,227000,233500,233500,227000,317750,72495507500,0,0.0,N,5,-7500,,030200
20191217,234500,233000,235500,232500,228257,53491102250,0,0.0,N,2,1000,,030200
20191216,233500,230000,234000,229000,235802,54892339000,0,0.0,N,2,4000,,030200
20191213,229500,230500,232000,228500,233044,53518576000,0,0.0,N,2,1000,,030200
20191212,228500,229000,229000,226500,269567,61515617000,0,0.0,N,2,1000,,030200
20191211,227500,227500,229000,225000,174129,39596653500,0,0.0,N,2,1000,,030200
20191210,226500,224500,226500,223000,135029,30326523500,0,0.0,N,2,3500,,030200
20191209,223000,223500,225500,221500,196749,43904460000,0,0.0,N,5,-2500,,030200
20191206,225500,222000,225500,221000,174993,39205952000,0,0.0,N,2,3500,,030200
20191205,222000,225000,226500,220000,291590,64872483000,0,0.0,N,5,-2000,,030200
20191204,224000,234500,235000,221500,555044,125137787500,0,0.0,N,5,-13000,,030200
20191203,237000,232000,238000,231000,138668,32572544500,0,0.0,N,2,3000,,030200
20191202,234000,233000,235500,231500,158683,37049540000,0,0.0,N,2,3000,,030200
20191129,231000,234000,234500,231000,162457,37694379500,0,0.0,N,5,-2000,,030200
20191128,233000,233000,236000,232500,189958,44403347500,0,0.0,N,5,-3000,,030200
20191127,236000,239000,239500,235000,131269,31084990705,0,0.0,N,5,-3000,,030200
20191126,239000,238000,240000,237000,292585,69880239000,0,0.0,N,2,1000,,030200
20191125,238000,235500,240000,235500,207569,49283826500,0,0.0,N,2,2500,,030200
20191122,235500,238000,241000,233500,217819,51452839000,0,0.0,N,2,1000,,030200
20191121,234500,237000,237000,230500,225002,52501338500,0,0.0,N,5,-1500,,030200
20191120,236000,240500,243000,235500,153421,36639786500,0,0.0,N,5,-6500,,030200
20191119,242500,242000,243000,239500,221191,53496246000,0,0.0,N,2,2000,,030200
20191118,240500,240000,242000,239000,203864,49119835500,0,0.0,N,2,2500,,030200
20191115,238000,238500,239000,236500,178993,42646780000,0,0.0,N,2,1500,,030200
20191114,236500,235000,236500,234000,191319,45109318500,0,0.0,N,2,2000,,030200
20191113,234500,234000,235500,233000,149553,35047936028,0,0.0,N,2,1500,,030200
20191112,233000,233000,235000,231000,110041,25570897500,0,0.0,N,5,-1000,,030200
20191111,234000,237500,238500,234000,132289,31126100500,0,0.0,N,5,-3500,,030200
20191108,237500,234500,237500,233500,248238,58665742500,0,0.0,N,2,5500,,030200
20191107,232000,230000,233000,228500,167175,38594780500,0,0.0,N,3,0,,030200
20191106,232000,236500,236500,232000,141849,33141486000,0,0.0,N,5,-3000,,030200
20191105,235000,233500,236500,232500,189317,44367798000,0,0.0,N,2,2000,,030200
20191104,233000,232500,235000,232000,187139,43774544000,0,0.0,N,2,2000,,030200
20191101,231000,229500,231500,227500,122829,28264193500,0,0.0,N,2,3500,,030200
20191031,227500,232000,232000,227000,206353,47345726500,0,0.0,N,5,-2500,,030200
20191030,230000,231000,232000,230000,290351,67131067500,0,0.0,N,2,2000,,030200
20191029,228000,230500,230500,224500,216381,49271364500,0,0.0,N,5,-1500,,030200
20191028,229500,227000,230000,226000,186414,42468107300,0,0.0,N,2,3500,,030200
20191025,226000,227000,227000,225500,116348,26324103000,0,0.0,N,3,0,,030200
20191024,226000,226500,227500,224000,137278,30982862500,0,0.0,N,2,1500,,030200
20191023,224500,223000,225000,222500,127242,28459830500,0,0.0,N,3,0,,030200
20191022,224500,225000,225000,222500,160891,36019627500,0,0.0,N,3,0,,030200
20191021,224500,225500,225500,221500,111132,24871730800,0,0.0,N,2,500,,030200
20191018,224000,220500,225500,220500,290990,65107472500,0,0.0,N,2,4000,,030200
20191017,220000,219500,221500,219500,179238,39445705000,0,0.0,N,2,1500,,030200
20191016,218500,221000,222000,218500,301820,66333813000,0,0.0,N,5,-1500,,030200
20191015,220000,221500,222000,218500,513463,112900042000,0,0.0,N,5,-6500,,030200
20191014,226500,230000,231000,225500,210654,47894186500,0,0.0,N,5,-500,,030200
20191011,227000,233500,233500,225000,350098,79563662500,0,0.0,N,5,-5500,,030200
20191010,232500,223500,232500,223000,430266,98932187000,0,0.0,N,2,6000,,030200
20191008,226500,221500,227000,221000,230113,51880833000,0,0.0,N,2,7000,,030200
20191007,219500,220500,223000,218000,122570,26911492500,0,0.0,N,2,1000,,030200
20191004,218500,219000,222000,218000,164839,36266057500,0,0.0,N,5,-2000,,030200
20191002,220500,223500,226500,220500,187488,41687265000,0,0.0,N,5,-5000,,030200
20191001,225500,221000,229000,221000,167680,37991266500,0,0.0,N,2,2500,,030200
20190930,223000,220000,223500,216500,253050,55957025000,0,0.0,N,2,500,,030200
20190927,222500,225500,226000,221500,139656,31171523000,0,0.0,N,5,-2000,,030200
20190926,224500,226000,228000,223500,278160,62747326050,0,0.0,N,2,1500,,030200
20190925,223000,234000,234500,222500,641510,145778517000,0,0.0,N,5,-15500,,030200
20190924,238500,237500,238500,236500,108509,25791312500,0,0.0,N,2,1500,,030200
20190923,237000,237000,239500,236500,127962,30402889500,0,0.0,N,3,0,,030200
20190920,237000,236500,237000,234000,185216,43720588000,0,0.0,N,2,500,,030200
20190919,236500,234000,238000,233500,176258,41621642000,0,0.0,N,2,2000,,030200
20190918,234500,234500,236000,233000,151859,35640110500,0,0.0,N,3,0,,030200
20190917,234500,235500,237500,234000,241474,56967337500,0,0.0,N,2,1000,,030200
20190916,233500,233500,234000,229500,247523,57592911500,0,0.0,N,3,0,,030200
20190911,233500,233500,234000,226500,444553,103196783000,0,0.0,N,2,1000,,030200
20190910,232500,239500,239500,232000,566851,132816240500,0,0.0,N,5,-8500,,030200
20190909,241000,245000,246000,239000,255098,61508797000,0,0.0,N,5,-3000,,030200
20190906,244000,248500,248500,243000,172298,42204809500,0,0.0,N,3,0,,030200
20190905,244000,244500,247500,243500,214846,52765581500,0,0.0,N,5,-2000,,030200
20190904,246000,245500,247000,241000,237415,57838705000,0,0.0,N,5,-500,,030200
20190903,246500,245000,248000,243500,170167,41777044500,0,0.0,N,2,500,,030200
20190902,246000,232500,246000,231500,355071,85272150500,0,0.0,N,5,-3500,,030200
20190830,249500,248500,251000,246500,167999,41807297000,0,0.0,N,2,2000,,030200
20190829,247500,249500,249500,245500,138385,34199213000,0,0.0,N,5,-1000,,030200
20190828,248500,247500,250000,244500,164392,40897068500,0,0.0,N,2,4000,,030200
20190827,244500,245000,246500,241500,212544,51930731500,0,0.0,N,2,2000,,030200
20190826,242500,243000,245500,239000,189786,46084790000,0,0.0,N,5,-4000,,030200
20190823,246500,237500,247500,237500,225203,54938160000,0,0.0,N,2,5000,,030200
20190822,241500,248500,249000,240500,321576,78280131000,0,0.0,N,5,-8000,,030200
20190821,249500,253500,253500,248500,175888,43983742500,0,0.0,N,5,-4500,,030200
20190820,254000,252500,254500,250500,131021,33103649500,0,0.0,N,2,1000,,030200
20190819,253000,253000,254000,249500,108780,27387992500,0,0.0,N,2,500,,030200
20190816,252500,250000,253500,249000,244780,61476831500,0,0.0,N,5,-3000,,030200
20190814,255500,248000,256000,247500,349485,88741998500,0,0.0,N,2,10000,,030200
20190813,245500,246500,248500,244000,139619,34254635500,0,0.0,N,5,-4000,,030200
20190812,249500,246500,251000,244500,146743,36486821000,0,0.0,N,2,2000,,030200
20190809,247500,239000,247500,238000,277745,67762906000,0,0.0,N,2,11500,,030200
20190808,236000,239000,243500,235000,339418,80904076500,0,0.0,N,2,500,,030200
20190807,235500,239500,241000,235000,167534,39830215500,0,0.0,N,5,-500,,030200
20190806,236000,235000,241000,232000,357851,84916646252,0,0.0,N,5,-7000,,030200
20190805,243000,250000,250500,240000,275266,67148800500,0,0.0,N,5,-8500,,030200
20190802,251500,244500,252000,244500,339371,84870931500,0,0.0,N,2,3000,,030200
20190801,248500,247500,250000,245000,252270,62594389000,0,0.0,N,5,-500,,030200
20190731,249000,246000,249500,241500,617734,151905269000,0,0.0,N,2,12000,,030200
20190730,237000,229500,239000,227500,236208,55118239000,0,0.0,N,2,8000,,030200
20190729,229000,231500,232500,225500,180334,41109523000,0,0.0,N,5,-3000,,030200
20190726,232000,233000,235500,229500,173177,40097219500,0,0.0,N,5,-1000,,030200
20190725,233000,236500,239000,231000,288443,67499948500,0,0.0,N,5,-6000,,030200
20190724,239000,239500,244000,239000,185464,44611501000,0,0.0,N,5,-3500,,030200
20190723,242500,242500,244000,240500,140224,33988046500,0,0.0,N,2,1000,,030200
20190722,241500,241500,242500,239000,89187,21493519500,0,0.0,N,5,-500,,030200
20190719,242000,244000,244000,241500,127094,30814803500,0,0.0,N,3,0,,030200
20190718,242000,241000,244000,239000,155288,37438989000,0,0.0,N,2,1000,,030200
20190717,241000,240500,241500,238000,137967,33132601000,0,0.0,N,3,0,,030200
20190716,241000,239500,243000,239000,192655,46410277500,0,0.0,N,2,2000,,030200
20190715,239000,237500,239500,236500,176535,42087072500,0,0.0,N,2,1000,,030200
20190712,238000,231500,238000,230000,190245,44844759500,0,0.0,N,2,7000,,030200
20190711,231000,231000,233000,229000,184464,42648370000,0,0.0,N,5,-500,,030200
20190710,231500,229000,233000,226500,136012,31332176500,0,0.0,N,2,4000,,030200
20190709,227500,233000,234500,227500,172507,39580395000,0,0.0,N,5,-6500,,030200
20190708,234000,236500,237000,229000,245289,57050139500,0,0.0,N,5,-4500,,030200
20190705,238500,239500,239500,235000,121484,28877283500,0,0.0,N,5,-500,,030200
20190704,239000,231500,239000,231500,226735,53780557000,0,0.0,N,2,6000,,030200
20190703,233000,236000,237000,231500,129783,30324954500,0,0.0,N,5,-1500,,030200
20190702,234500,237500,239500,233500,157208,37108555000,0,0.0,N,5,-3500,,030200
20190701,238000,239500,239500,235000,156413,37111240500,0,0.0,N,2,1500,,030200
20190628,236500,236500,238500,235500,176268,41686954000,0,0.0,N,5,-1000,,030200
20190627,237500,230000,238000,229000,296054,69777052500,0,0.0,N,2,8500,,030200
20190626,229000,229000,231500,228000,121072,27737424500,0,0.0,N,3,0,,030200
20190625,229000,233000,235000,229000,204461,47259823000,0,0.0,N,5,-500,,030200
20190624,229500,232000,233000,228000,212733,48894237000,0,0.0,N,5,-3500,,030200
20190621,233000,235500,237000,232000,209404,48873350500,0,0.0,N,5,-4500,,030200
20190620,237500,235000,237500,234500,141762,33504634500,0,0.0,N,2,3000,,030200
20190619,234500,236000,238500,231500,241991,56766027000,0,0.0,N,2,1000,,030200
20190618,233500,234000,236000,232500,183144,42849394500,0,0.0,N,5,-2500,,030200
20190617,236000,236000,237500,234500,136958,32356488000,0,0.0,N,5,-500,,030200
20190614,236500,237000,239500,234000,187333,44281385954,0,0.0,N,5,-2000,,030200
20190613,238500,233000,238500,233000,306218,72501113000,0,0.0,N,2,4500,,030200
20190612,234000,236000,236500,231500,197685,46147143500,0,0.0,N,5,-3000,,030200
20190611,237000,237500,239000,228000,469713,109579635500,0,0.0,N,2,2000,,030200
20190610,235000,232500,235000,231000,242648,56578836000,0,0.0,N,2,5000,,030200
20190607,230000,229000,231000,226000,375832,86196406300,0,0.0,N,2,5000,,030200
20190605,225000,230000,232500,223500,212532,48253544500,0,0.0,N,5,-3500,,030200
20190604,228500,225000,229500,222000,329844,74556192000,0,0.0,N,2,3500,,030200
20190603,225000,217000,225000,216500,276974,61679909500,0,0.0,N,2,6500,,030200
20190531,218500,214500,219000,212500,273273,59390792000,0,0.0,N,2,5000,,030200
20190530,213500,208000,215000,207500,452930,96336352000,0,0.0,N,2,10000,,030200
20190529,203500,206500,208000,201500,367761,74882649100,0,0.0,N,5,-5000,,030200
20190528,208500,208000,213500,205500,628907,131726678000,0,0.0,N,5,-7500,,030200
20190527,216000,214500,219000,213500,119234,25761953500,0,0.0,N,2,500,,030200
20190524,215500,214500,218000,213000,232780,50079287500,0,0.0,N,2,500,,030200
20190523,215000,214000,215500,210500,171103,36549709000,0,0.0,N,2,2000,,030200
20190522,213000,211000,214000,209500,140341,29704744500,0,0.0,N,2,3000,,030200
20190521,210000,207000,213000,207000,252512,53063635000,0,0.0,N,2,2000,,030200
20190520,208000,215000,217000,208000,231142,48613902500,0,0.0,N,5,-7000,,030200
20190517,215000,217000,220500,214500,161360,34986371500,0,0.0,N,5,-1000,,030200
20190516,216000,221000,221500,215500,212412,46183741000,0,0.0,N,5,-5000,,030200
20190515,221000,214500,222500,213500,284353,62043454000,0,0.0,N,2,7500,,030200
20190514,213500,215500,218000,212500,417105,89530458000,0,0.0,N,5,-5500,,030200
20190513,219000,218500,224000,216500,191178,42093896000,0,0.0,N,5,-2500,,030200
20190510,221500,222500,225000,215000,389312,85810369500,0,0.0,N,5,-500,,030200
20190509,222000,236500,238000,222000,725606,164577409304,0,0.0,N,5,-17000,,030200
20190508,239000,236000,239000,235000,195769,46319859000,0,0.0,N,3,0,,030200
20190507,239000,235500,239500,235000,262252,62277300000,0,0.0,N,3,0,,030200
20190503,239000,236500,239000,236000,196099,46779381750,0,0.0,N,2,1000,,030200
20190502,238000,235000,238500,234500,290038,68826343796,0,0.0,N,2,1500,,030200
20190430,236500,234000,237000,231500,241833,56774210000,0,0.0,N,2,2500,,030200
20190429,234000,228000,234000,228000,179456,41654917500,0,0.0,N,2,5000,,030200
20190426,229000,229500,230000,226500,250366,57011113500,0,0.0,N,5,-1000,,030200
20190425,230000,226000,232000,226000,214129,49161473000,0,0.0,N,2,1500,,030200
20190424,228500,227000,229500,223000,361216,81922183072,0,0.0,N,5,-1500,,030200
20190423,230000,231500,234000,230000,257817,59568985000,0,0.0,N,5,-3000,,030200
20190422,233000,230000,234500,229500,176618,41091041500,0,0.0,N,2,3500,,030200
20190419,229500,230500,231000,228000,151938,34918392363,0,0.0,N,2,2000,,030200
20190418,227500,232000,235000,226500,288102,66172390000,0,0.0,N,5,-3000,,030200
20190417,230500,228000,231000,227000,206418,47374215000,0,0.0,N,2,2500,,030200
20190416,228000,228000,229000,226000,159614,36285509500,0,0.0,N,3,0,,030200
20190415,228000,229500,230000,225000,238374,54312066500,0,0.0,N,5,-1000,,030200
20190412,229000,226000,229500,225000,312544,71369958500,0,0.0,N,2,2500,,030200
20190411,226500,222000,226500,221500,465869,104691373000,0,0.0,N,2,6000,,030200
20190410,220500,219000,221500,218000,249980,55063100000,0,0.0,N,2,500,,030200
20190409,220000,222500,223500,220000,364801,80749484500,0,0.0,N,2,1500,,030200
20190408,218500,220000,220500,217500,147734,32274774500,0,0.0,N,2,500,,030200
20190405,218000,219500,219500,216500,229109,49863491500,0,0.0,N,5,-2000,,030200
20190404,220000,219500,222000,218000,233443,51369232000,0,0.0,N,2,500,,030200
20190403,219500,217500,221000,217000,255385,55961196000,0,0.0,N,2,2000,,030200
20190402,217500,218500,218500,216500,208763,45341656000,0,0.0,N,2,1000,,030200
20190401,216500,218000,219500,215500,249698,54122522500,0,0.0,N,2,2000,,030200
20190329,214500,212000,215000,209500,253624,53968094000,0,0.0,N,2,3000,,030200
20190328,211500,208500,215000,208000,291896,61838852500,0,0.0,N,2,1500,,030200
20190327,210000,208500,211000,206500,323454,67666515500,0,0.0,N,2,500,,030200
20190326,209500,209000,211500,207500,259557,54335388000,0,0.0,N,2,500,,030200
20190325,209000,209500,212000,207500,451571,94454372000,0,0.0,N,5,-5500,,030200
20190322,214500,217500,219000,213500,382914,82297814000,0,0.0,N,5,-3500,,030200
20190321,218000,217000,222000,214500,1179042,257572612000,0,0.0,N,2,10000,,030200
20190320,208000,208500,209000,204000,451382,92974993500,0,0.0,N,5,-2000,,030200
20190319,210000,209500,213500,208500,496654,104397179000,0,0.0,N,2,500,,030200
20190318,209500,211000,211000,207000,509906,106319645200,0,0.0,N,5,-2000,,030200
20190315,211500,212000,213500,209000,622951,131283497000,0,0.0,N,5,-500,,030200
20190314,212000,218500,218500,211000,824142,175454425500,0,0.0,N,5,-6000,,030200
20190313,218000,215500,219000,213500,438178,94287364774,0,0.0,N,2,2500,,030200
20190312,215500,220500,221000,214000,481531,104282615794,0,0.0,N,5,-2000,,030200
20190311,217500,220500,221000,215000,350400,76209164500,0,0.0,N,5,-3000,,030200
20190308,220500,221000,224000,218000,364236,80094009500,0,0.0,N,5,-4000,,030200
20190307,224500,232000,233500,222000,494256,111740106372,0,0.0,N,5,-8000,,030200
20190306,232500,230500,233500,227500,260434,60128959500,0,0.0,N,2,2000,,030200
20190305,230500,237000,237000,228000,486809,112786739500,0,0.0,N,5,-8000,,030200
20190304,238500,241500,241500,237000,372829,89113479500,0,0.0,N,2,1000,,030200
20190228,237500,241000,244000,236000,389523,93356139500,0,0.0,N,5,-1500,,030200
20190227,239000,240500,241000,237500,318688,76087903500,0,0.0,N,5,-1500,,030200
20190226,240500,245000,247500,239000,255796,61790755500,0,0.0,N,5,-5000,,030200
20190225,245500,241500,246000,241000,274017,66854208500,0,0.0,N,2,4500,,030200
20190222,241000,243000,243000,236000,450936,107622137000,0,0.0,N,5,-2500,,030200
20190221,243500,246500,246500,242000,315655,76879398500,0,0.0,N,5,-4500,,030200
20190220,248000,247500,249000,244000,331080,81694937500,0,0.0,N,2,500,,030200
20190219,247500,245500,251000,243000,488307,121251817000,0,0.0,N,2,2500,,030200
20190218,245000,238000,245000,237000,448850,108242373000,0,0.0,N,2,9000,,030200
20190215,236000,239500,240000,234000,310514,73235306500,0,0.0,N,5,-4500,,030200
20190214,240500,238500,240500,236000,398668,95189224500,0,0.0,N,2,2000,,030200
20190213,238500,238500,242000,236000,402745,95974433500,0,0.0,N,2,2000,,030200
20190212,236500,237000,241000,235000,360752,85409807500,0,0.0,N,3,0,,030200
20190211,236500,240000,242500,234500,249074,59023958500,0,0.0,N,5,-2000,,030200
