체결시각,체결가,전일비,매도,매수,거래량,변동량
15:58,387500,6000,0,387500,371975,2
15:57,387500,6000,0,387500,371973,41
15:56,387500,6000,0,387500,371932,20
15:55,387500,6000,0,387500,371912,1
15:54,387500,6000,0,387500,371911,2
15:53,387500,6000,0,387500,371909,57
15:52,387500,6000,0,387500,371852,12
15:50,387500,6000,0,387500,371840,47
15:49,387500,6000,0,387500,371793,1
15:48,387500,6000,0,387500,371792,4
15:46,387500,6000,0,387500,371788,3
15:45,387500,6000,0,0,371785,15
15:44,387500,6000,0,387500,371770,794
15:42,387500,6000,387500,0,370976,5
15:41,387500,6000,387500,0,370971,50
15:40,387500,6000,387500,0,370921,243
15:30,387500,6000,387500,387000,370678,24212
15:19,385500,4000,386000,385500,346466,1023
15:18,386000,4500,386000,385500,345443,630
15:17,387000,5500,387000,386500,344813,730
15:16,386500,5000,386500,386000,344083,933
15:15,385500,4000,386000,385500,343150,867
15:14,386000,4500,386000,385500,342283,1307
15:13,386500,5000,387000,386500,340976,1458
15:12,386500,5000,386500,386000,339518,542
15:11,386500,5000,386500,386000,338976,548
15:10,386000,4500,386500,386000,338428,480
15:09,386500,5000,386500,386000,337948,568
15:08,386000,4500,386500,386000,337380,1612
15:07,386000,4500,386000,385500,335768,679
15:06,386000,4500,386000,385500,335089,1271
15:05,386000,4500,386000,385500,333818,681
15:04,386000,4500,386000,385500,333137,539
15:03,386000,4500,386000,385500,332598,463
15:02,386000,4500,386000,385000,332135,645
15:01,385500,4000,385500,385000,331490,385
15:00,385500,4000,385500,385000,331105,438
14:59,385500,4000,385500,385000,330667,2239
14:58,386500,5000,386500,386000,328428,393
14:57,386500,5000,386500,386000,328035,295
14:56,386500,5000,386500,386000,327740,167
14:55,386500,5000,386500,386000,327573,205
14:54,386500,5000,386500,386000,327368,430
14:53,386500,5000,386500,386000,326938,221
14:52,386500,5000,386500,386000,326717,982
14:51,386500,5000,386500,386000,325735,265
14:50,386000,4500,386500,386000,325470,411
14:49,386500,5000,386500,386000,325059,321
14:48,386500,5000,386500,386000,324738,210
14:47,386500,5000,386500,386000,324528,374
14:46,386000,4500,386500,386000,324154,535
14:45,386500,5000,387000,386500,323619,341
14:44,387000,5500,387000,386500,323278,384
14:43,386500,5000,387000,386500,322894,1693
14:42,386000,4500,386500,386000,321201,254
14:41,386000,4500,386500,386000,320947,298
14:40,386500,5000,386500,386000,320649,1346
14:39,386500,5000,386500,386000,319303,317
14:38,386500,5000,386500,386000,318986,1834
14:37,386500,5000,386500,386000,317152,555
14:36,386500,5000,386500,386000,316597,259
14:35,386500,5000,386500,386000,316338,574
14:34,386000,4500,386500,386000,315764,488
14:33,386000,4500,386500,386000,315276,163
14:32,386500,5000,386500,386000,315113,553
14:31,386000,4500,386500,386000,314560,316
14:30,386500,5000,386500,386000,314244,164
14:29,386500,5000,386500,386000,314080,191
14:28,386500,5000,386500,386000,313889,573
14:27,386000,4500,386500,386000,313316,3679
14:26,385500,4000,386000,385500,309637,116
14:25,385500,4000,386000,385500,309521,227
14:24,386000,4500,386000,385500,309294,238
14:23,386000,4500,386000,385500,309056,180
14:22,385500,4000,386000,385500,308876,586
14:21,385500,4000,386000,385500,308290,1321
14:20,386000,4500,386000,385500,306969,2774
14:19,385000,3500,385000,384500,304195,336
14:18,385000,3500,385000,384500,303859,291
14:17,385000,3500,385000,384500,303568,577
14:16,385000,3500,385000,384500,302991,166
14:15,385000,3500,385000,384500,302825,357
14:14,384500,3000,385000,384500,302468,296
14:13,384500,3000,385000,384500,302172,118
14:12,384500,3000,385000,384500,302054,160
14:11,384500,3000,385000,384500,301894,371
14:10,384000,2500,384500,384000,301523,205
14:09,384000,2500,384500,384000,301318,202
14:08,384500,3000,385000,384500,301116,352
14:07,385000,3500,385000,384500,300764,254
14:06,384500,3000,385000,384500,300510,578
14:05,385000,3500,385000,384500,299932,54
14:04,385000,3500,385000,384500,299878,322
14:03,385000,3500,385000,384500,299556,2020
14:02,385000,3500,385500,385000,297536,229
14:01,385500,4000,385500,385000,297307,337
14:00,385000,3500,385500,385000,296970,442
13:59,385500,4000,385500,385000,296528,892
13:58,385500,4000,385500,385000,295636,1804
13:57,385000,3500,385000,384500,293832,182
13:56,385000,3500,385000,384500,293650,98
13:55,385000,3500,385000,384500,293552,97
13:54,384500,3000,385000,384500,293455,209
13:53,385000,3500,385000,384500,293246,547
13:52,385500,4000,385500,385000,292699,103
13:51,385500,4000,385500,385000,292596,590
13:50,384000,2500,384500,384000,292006,1415
13:49,385000,3500,385500,385000,290591,327
