체결시각,체결가,전일비,매도,매수,거래량,변동량
15:41,9500,0,9500,0,14805,3
15:40,9500,0,0,0,14802,1
15:30,9500,0,9500,9470,14801,279
15:19,9430,70,9460,9440,14522,3
15:18,9430,70,9460,9430,14519,1
15:16,9460,40,9460,9430,14518,7
15:15,9440,60,9460,9430,14511,485
15:14,9450,50,9460,9440,14026,8
15:11,9450,50,9460,9440,14018,2
15:10,9450,50,9460,9450,14016,14
15:04,9440,60,9450,9440,14002,9
14:58,9450,50,9460,9440,13993,4
14:57,9450,50,9460,9440,13989,1
14:56,9450,50,9460,9450,13988,28
14:55,9440,60,9450,9440,13960,11
14:50,9450,50,9450,9440,13949,1
14:49,9460,40,9460,9450,13948,3
14:46,9450,50,9460,9450,13945,7
14:45,9450,50,9460,9450,13938,528
14:44,9450,50,9450,9430,13410,57
14:43,9430,70,9430,9420,13353,3
14:42,9440,60,9440,9430,13350,6
14:40,9440,60,9440,9420,13344,14
14:39,9430,70,9440,9430,13330,2
14:34,9440,60,9440,9430,13328,2
14:33,9450,50,9450,9440,13326,391
14:31,9440,60,9440,9430,12935,4
14:30,9450,50,9450,9440,12931,6
14:22,9460,40,9460,9450,12925,222
14:21,9480,20,9430,9410,12703,1636
14:20,9440,60,9450,9440,11067,34
14:19,9450,50,9450,9440,11033,2
14:17,9460,40,9460,9450,11031,2
14:13,9490,10,9490,9460,11029,56
14:12,9480,20,9480,9460,10973,4
14:11,9480,20,9480,9450,10969,94
14:10,9470,30,9470,9440,10875,456
14:07,9450,50,9450,9440,10419,6
14:06,9450,50,9450,9440,10413,5
14:05,9450,50,9460,9440,10408,719
13:58,9480,20,9480,9460,9689,1
13:57,9480,20,9480,9460,9688,52
13:56,9460,40,9480,9460,9636,18
13:55,9460,40,9470,9460,9618,102
13:54,9460,40,9460,9450,9516,1
13:51,9460,40,9460,9450,9515,1
13:49,9460,40,9460,9450,9514,1
13:48,9460,40,9460,9450,9513,1
13:46,9460,40,9460,9450,9512,2
13:41,9460,40,9460,9450,9510,200
13:39,9460,40,9460,9450,9310,121
13:38,9460,40,9460,9450,9189,3
13:37,9460,40,9460,9450,9186,11
13:35,9460,40,9460,9450,9175,3
13:31,9460,40,9460,9450,9172,5
13:30,9450,50,9460,9450,9167,4
13:25,9460,40,9460,9450,9163,1
13:24,9450,50,9460,9450,9162,14
13:22,9460,40,9460,9450,9148,1
13:18,9460,40,9460,9450,9147,1
13:15,9460,40,9460,9450,9146,410
13:14,9430,70,9430,9420,8736,47
13:13,9420,80,9430,9420,8689,92
13:10,9420,80,9420,9410,8597,12
13:08,9420,80,9420,9410,8585,1
13:06,9420,80,9420,9410,8584,54
13:03,9420,80,9420,9410,8530,5
13:01,9420,80,9420,9410,8525,4
12:59,9420,80,9420,9410,8521,1
12:54,9420,80,9420,9410,8520,1
12:53,9420,80,9420,9410,8519,1
12:50,9420,80,9420,9410,8518,4
12:49,9420,80,9420,9410,8514,2
12:48,9420,80,9420,9410,8512,1
12:45,9420,80,9420,9410,8511,1
12:44,9420,80,9420,9410,8510,150
12:42,9420,80,9420,9410,8360,1
12:40,9420,80,9420,9410,8359,18
12:39,9420,80,9420,9410,8341,19
12:37,9420,80,9420,9410,8322,1
12:35,9420,80,9420,9410,8321,1
12:27,9420,80,9420,9400,8320,1
12:23,9410,90,9420,9400,8319,105
12:20,9430,70,9430,9410,8214,2
12:18,9420,80,9430,9410,8212,10
12:16,9430,70,9430,9420,8202,23
12:14,9430,70,9430,9420,8179,1
12:12,9430,70,9430,9420,8178,1
12:11,9420,80,9430,9420,8177,1
12:09,9430,70,9430,9420,8176,2
12:08,9420,80,9430,9420,8174,68
12:07,9420,80,9420,9410,8106,16
12:05,9420,80,9420,9410,8090,1
12:01,9420,80,9420,9410,8089,85
12:00,9420,80,9420,9410,8004,4
11:58,9420,80,9420,9410,8000,1
11:57,9420,80,9420,9410,7999,220
11:55,9420,80,9420,9410,7779,1
11:53,9420,80,9420,9410,7778,1
11:50,9420,80,9420,9410,7777,1
11:49,9440,60,9420,9410,7776,5
11:48,9400,100,9410,9400,7771,193
11:47,9400,100,9400,9390,7578,1
11:41,9400,100,9400,9390,7577,1
11:40,9400,100,9400,9390,7576,1
11:39,9400,100,9400,9390,7575,1
11:38,9400,100,9400,9390,7574,1
11:37,9390,110,9400,9390,7573,4
11:35,9400,100,9400,9390,7569,1
11:33,9400,100,9400,9390,7568,31
11:32,9400,100,9400,9390,7537,1
11:30,9400,100,9400,9390,7536,4
11:29,9400,100,9400,9390,7532,1
11:27,9400,100,9400,9390,7531,1
11:26,9400,100,9400,9390,7530,5
11:25,9390,110,9390,9380,7525,9
11:24,9390,110,9390,9380,7516,12
11:22,9390,110,9390,9380,7504,5
11:21,9390,110,9390,9380,7499,20
11:20,9390,110,9400,9380,7479,113
11:17,9400,100,9400,9390,7366,51
11:15,9400,100,9400,9390,7315,30
11:11,9400,100,9410,9390,7285,44
11:10,9400,100,9420,9400,7241,48
11:06,9390,110,9390,9380,7193,7
11:04,9390,110,9400,9380,7186,2
11:03,9380,120,9390,9380,7184,10
10:57,9380,120,9400,9380,7174,56
10:56,9390,110,9390,9380,7118,300
10:55,9390,110,9390,9380,6818,32
10:54,9390,110,9410,9390,6786,31
10:52,9390,110,9390,9380,6755,6
10:51,9440,60,9440,9380,6749,13
10:50,9390,110,9400,9380,6736,60
10:49,9390,110,9390,9380,6676,82
10:48,9400,100,9420,9400,6594,3923
10:46,9460,40,9460,9430,2671,84
10:44,9450,50,9460,9440,2587,28
10:43,9450,50,9460,9450,2559,2
10:35,9470,30,9470,9440,2557,23
10:34,9440,60,9440,9430,2534,2
10:31,9440,60,9450,9440,2532,824
10:27,9470,30,9470,9450,1708,2
10:26,9460,40,9480,9460,1706,33
10:24,9480,20,9480,9470,1673,1
10:21,9480,20,9480,9470,1672,2
10:19,9480,20,9480,9470,1670,1
10:16,9480,20,9480,9470,1669,1
10:14,9480,20,9480,9470,1668,1
10:13,9480,20,9480,9470,1667,2
10:11,9480,20,9480,9470,1665,1
10:05,9480,20,9480,9470,1664,2
10:03,9480,20,9480,9470,1662,2
10:02,9480,20,9480,9470,1660,2
10:00,9480,20,9480,9470,1658,1
09:58,9480,20,9480,9470,1657,1
09:56,9480,20,9480,9470,1656,4
09:53,9480,20,9480,9470,1652,2
09:51,9490,10,9490,9460,1650,2
09:50,9440,60,9450,9440,1648,122
09:46,9440,60,9440,9430,1526,3
09:45,9440,60,9440,9430,1523,6
09:44,9430,70,9430,9420,1517,101
09:43,9440,60,9440,9430,1416,1
09:42,9440,60,9440,9430,1415,1
09:40,9440,60,9440,9430,1414,32
09:38,9440,60,9440,9430,1382,6
09:36,9440,60,9440,9430,1376,2
09:35,9440,60,9440,9430,1374,6
09:34,9440,60,9440,9430,1368,101
09:33,9440,60,9440,9420,1267,390
09:32,9420,80,9420,9410,877,4
09:31,9440,60,9440,9430,873,1
09:30,9450,50,9450,9440,872,1
09:29,9470,30,9470,9440,871,3
