stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20211201,693000,694000,698000,680000,226286,156236476000,00,0.00,N,2,5000,
20211130,688000,712000,717000,678000,393152,272582829227,00,0.00,N,5,-21000,
20211129,709000,702000,711000,692000,200712,141192915000,00,0.00,N,5,-4000,
20211126,713000,709000,725000,706000,192567,138104740000,00,0.00,N,5,-2000,
20211125,715000,728000,730000,714000,203331,145930603000,00,0.00,N,5,-15000,
20211124,730000,732000,738000,721000,196196,142883804500,00,0.00,N,5,-7000,
20211123,737000,745000,745000,726000,207435,152354323000,00,0.00,N,5,-9000,
20211122,746000,752000,752000,737000,215487,159902014000,00,0.00,N,5,-11000,
20211119,757000,761000,761000,751000,187552,141822237000,00,0.00,N,5,-6000,
20211118,763000,757000,763000,753000,148534,112623640000,00,0.00,N,2,1000,
20211117,762000,768000,772000,757000,164395,125397551000,00,0.00,N,2,2000,
20211116,760000,754000,765000,752000,201440,152889402000,00,0.00,N,2,6000,
20211115,754000,758000,759000,747000,124345,93541736000,00,0.00,N,2,3000,
20211112,751000,757000,757000,745000,193895,145619068210,00,0.00,N,5,-2000,
20211111,753000,747000,753000,735000,229438,170517785200,00,0.00,N,2,5000,
20211110,748000,739000,748000,735000,160796,119378918000,00,0.00,N,3,0,
20211109,748000,740000,752000,738000,156122,116342317000,00,0.00,N,2,4000,
20211108,744000,756000,756000,740000,141313,105222264000,00,0.00,N,5,-11000,
20211105,755000,752000,755000,738000,190977,142705615000,00,0.00,N,2,4000,
20211104,751000,740000,751000,738000,308279,230522315000,00,0.00,N,2,19000,
20211103,732000,732000,747000,725000,252349,185665815000,00,0.00,N,2,1000,
20211102,731000,732000,743000,724000,218949,160563879000,00,0.00,N,2,8000,
20211101,723000,733000,733000,716000,256098,184885969000,00,0.00,N,5,-11000,
20211029,734000,747000,749000,734000,349789,258285946228,00,0.00,N,5,-12000,
20211028,746000,755000,765000,746000,274688,206875605000,00,0.00,N,5,-4000,
20211027,750000,738000,753000,737000,166080,124085769000,00,0.00,N,2,4000,
20211026,746000,746000,749000,734000,262808,195396261000,00,0.00,N,2,13000,
20211025,733000,730000,738000,718000,193950,141418356000,00,0.00,N,5,-4000,
20211022,737000,725000,740000,718000,236292,173096200000,00,0.00,N,2,14000,
20211021,723000,728000,732000,710000,216561,156260214000,00,0.00,N,5,-4000,
20211020,727000,735000,739000,724000,194324,141863866000,00,0.00,N,3,0,
20211019,727000,715000,729000,706000,234325,168944675000,00,0.00,N,2,22000,
20211018,705000,725000,729000,701000,351948,252891820000,00,0.00,N,5,-7000,
20211015,712000,703000,715000,698000,244985,173208916000,00,0.00,N,2,20000,
20211014,692000,680000,692000,675000,312086,214001106000,00,0.00,N,2,21000,
20211013,671000,663000,677000,660000,231403,155024378249,00,0.00,N,2,8000,
20211012,663000,687000,692000,654000,375134,250120276000,00,0.00,N,5,-23000,
20211008,686000,680000,695000,671000,305824,209177980000,00,0.00,N,2,19000,
20211007,667000,674000,677000,657000,244557,163405727000,00,0.00,N,2,1000,
20211006,666000,681000,692000,666000,356588,241597701000,00,0.00,N,5,-14000,
20211005,680000,688000,694000,670000,362844,246247482793,00,0.00,N,5,-27000,
20211001,707000,709000,718000,702000,184464,130682738000,00,0.00,N,5,-11000,
20210930,718000,709000,719000,702000,255516,181497798000,00,0.00,N,2,9000,
20210929,709000,700000,710000,695000,305935,214585859000,00,0.00,N,5,-6000,
20210928,715000,730000,734000,712000,245354,176287350000,00,0.00,N,5,-20000,
20210927,735000,742000,748000,727000,294801,217236417000,00,0.00,N,2,9000,
20210924,726000,736000,737000,721000,165459,120098353000,00,0.00,N,5,-5000,
20210923,731000,717000,738000,717000,244319,178096416624,00,0.00,N,2,6000,
20210917,725000,724000,732000,720000,261206,189566429000,00,0.00,N,3,0,
20210916,725000,735000,743000,710000,721596,521665504000,00,0.00,N,5,-25000,
20210915,750000,761000,761000,747000,126911,95268042000,00,0.00,N,5,-5000,
20210914,755000,741000,756000,741000,197540,148376768000,00,0.00,N,2,14000,
20210913,741000,745000,747000,736000,200788,148616671000,00,0.00,N,5,-9000,
20210910,750000,750000,760000,744000,180522,136037559000,00,0.00,N,2,1000,
20210909,749000,762000,770000,746000,327119,245990829000,00,0.00,N,5,-21000,
20210908,770000,775000,775000,761000,237847,182077871000,00,0.00,N,5,-5000,
20210907,775000,774000,783000,770000,183517,142370185000,00,0.00,N,2,8000,
20210906,767000,760000,769000,754000,135638,103566691000,00,0.00,N,2,7000,
20210903,760000,757000,764000,753000,215816,163686477120,00,0.00,N,2,10000,
20210902,750000,781000,786000,750000,512964,387639902000,00,0.00,N,5,-38000,
20210901,788000,793000,795000,779000,203671,160086754000,00,0.00,N,5,-5000,
20210831,793000,762000,793000,760000,393904,308107404000,00,0.00,N,2,30000,
20210830,763000,773000,775000,753000,190003,144603398000,00,0.00,N,5,-2000,
20210827,765000,762000,770000,755000,152681,116647357000,00,0.00,N,3,0,
20210826,765000,778000,781000,758000,217222,166292271000,00,0.00,N,5,-11000,
20210825,776000,771000,777000,761000,242294,186338558000,00,0.00,N,2,6000,
20210824,770000,806000,811000,746000,522225,407101493000,00,0.00,N,5,-28000,
20210823,798000,780000,808000,773000,367152,292092535000,00,0.00,N,2,26000,
20210820,772000,776000,785000,761000,286500,221407418000,00,0.00,N,5,-5000,
20210819,777000,793000,798000,776000,275059,215830433000,00,0.00,N,5,-17000,
20210818,794000,792000,802000,776000,217653,172280631000,00,0.00,N,3,0,
20210817,794000,808000,815000,790000,394750,314855087700,00,0.00,N,5,-23000,
20210813,817000,826000,828000,807000,328880,269024665000,00,0.00,N,3,0,
20210812,817000,804000,825000,797000,452859,369156712000,00,0.00,N,2,15000,
20210811,802000,802000,808000,791000,282752,225596061000,00,0.00,N,2,2000,
20210810,800000,789000,802000,784000,402811,320047010000,00,0.00,N,2,22000,
20210809,778000,774000,780000,766000,192772,149333644000,00,0.00,N,2,2000,
20210806,776000,775000,786000,771000,266954,207573656000,00,0.00,N,2,5000,
20210805,771000,748000,774000,744000,484304,369996331000,00,0.00,N,2,26000,
20210804,745000,753000,753000,727000,245717,182258413000,00,0.00,N,5,-4000,
20210803,749000,751000,761000,740000,181067,135883917000,00,0.00,N,2,2000,
20210802,747000,744000,747000,733000,195222,144428680620,00,0.00,N,2,6000,
