stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20240401,454000,469000,470000,453500,455659,207937501000,00,0.00,N,5,-17000,
20240329,471000,477500,478000,460000,586778,273673352000,00,0.00,N,5,-6500,
20240328,477500,487000,488000,475500,485116,233240273000,00,0.00,N,5,-3000,
20240327,480500,477000,491500,476500,577141,278976575500,00,0.00,N,2,7500,
20240326,473000,488500,493500,471500,822461,396916734646,00,0.00,N,5,-13000,
20240325,486000,478000,494500,475000,840495,409179508728,00,0.00,N,2,13500,
20240322,472500,454500,475000,453500,779394,364414171000,00,0.00,N,2,17000,
20240321,455500,456000,465000,454000,537490,246475541000,00,0.00,N,2,2500,
20240320,453000,450500,471500,445500,910857,419149151280,00,0.00,N,2,2000,
20240319,451000,451500,454500,438500,655915,293146862500,00,0.00,N,2,7000,
20240318,444000,425000,448000,424500,569305,249578732000,00,0.00,N,2,19000,
20240315,425000,437000,438000,422000,785190,335613221500,00,0.00,N,5,-21000,
20240314,446000,454500,465000,441500,799779,359865003500,00,0.00,N,5,-13500,
20240313,459500,453500,468500,447000,1060664,486393254000,00,0.00,N,3,0,
20240312,459500,421500,461000,421500,1470069,650697201000,00,0.00,N,2,46000,
20240311,413500,421000,424500,411000,533937,222433320500,00,0.00,N,5,-12500,
20240308,426000,420500,442500,418000,1764503,761622730500,00,0.00,N,2,14000,
20240307,412000,369000,417000,368000,1771829,710120281000,00,0.00,N,2,47500,
20240306,364500,365000,369000,363000,220362,80463893000,00,0.00,N,5,-2000,
20240305,366500,371000,371500,366000,296735,109258515000,00,0.00,N,5,-8000,
20240304,374500,377500,383000,373500,302231,113942353425,00,0.00,N,5,-2500,
20240229,377000,381000,382500,376000,246129,93137018000,00,0.00,N,5,-4500,
20240228,381500,384500,393000,381500,191287,73751954000,00,0.00,N,2,500,
20240227,381000,391000,393500,381000,260974,100688259000,00,0.00,N,5,-10000,
20240226,391000,388000,394000,386000,183001,71531879500,00,0.00,N,2,2500,
20240223,388500,396000,397000,388000,239275,93697201000,00,0.00,N,5,-6500,
