stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20231201,447000,467500,467500,447000,436363,197025071000,00,0.00,N,5,-25000,
20231130,472000,471000,473500,463500,383120,180009608500,00,0.00,N,2,500,
20231129,471500,460500,474500,454000,245968,114381038500,00,0.00,N,2,16500,
20231128,455000,456500,459500,452500,219732,100018869500,00,0.00,N,2,1500,
20231127,453500,465000,466500,453000,206628,94579521500,00,0.00,N,5,-9500,
20231124,463000,476000,479500,463000,250887,117317191500,00,0.00,N,5,-12000,
20231123,475000,471500,481000,467000,191498,90985290000,00,0.00,N,2,3500,
20231122,471500,462500,474500,462500,214222,100518664500,00,0.00,N,2,5500,
20231121,466000,470000,474000,461000,305803,143149172500,00,0.00,N,2,5500,
20231120,460500,446000,465000,446000,237729,109478409000,00,0.00,N,2,16500,
20231117,444000,450000,452500,443000,216245,96270986500,00,0.00,N,5,-11000,
20231116,455000,448500,461000,444500,243428,109852104000,00,0.00,N,2,6500,
20231115,448500,450000,452000,444000,385615,172872310500,00,0.00,N,2,13500,
20231114,435000,426500,441500,425500,373809,162726266500,00,0.00,N,2,18000,
20231113,417000,424000,430000,417000,277544,116651087500,00,0.00,N,5,-3000,
20231110,420000,427000,429500,418000,387751,163717701550,00,0.00,N,5,-19500,
20231109,439500,450000,454000,436500,354047,156359560000,00,0.00,N,5,-10500,
20231108,450000,470500,474500,450000,380310,175311397500,00,0.00,N,5,-16000,
20231107,466000,495000,495500,458000,642838,303557604500,00,0.00,N,5,-40000,
20231106,506000,478000,522000,465500,979940,485421712500,00,0.00,N,2,52000,
20231103,454000,458000,465000,450500,323288,146979850500,00,0.00,N,2,3000,
20231102,451000,436500,454000,434500,445802,198270814500,00,0.00,N,2,25500,
20231101,425500,430000,443500,422500,389358,167636459500,00,0.00,N,3,0,
20231031,425500,447000,447500,423500,458098,196956541500,00,0.00,N,5,-26500,
20231030,452000,439000,459500,439000,490326,220304348500,00,0.00,N,3,0,
20231027,452000,425500,454000,425000,558062,247756399720,00,0.00,N,2,29000,
20231026,423000,417500,435000,417500,789835,336015967500,00,0.00,N,5,-22500,
20231025,445500,479000,479500,443000,588982,268244867500,00,0.00,N,5,-34500,
20231024,480000,477000,481000,460000,359957,169729668500,00,0.00,N,2,6000,
20231023,474000,472000,483000,462500,371565,176209288000,00,0.00,N,5,-6000,
20231020,480000,482500,486000,476500,272354,130727883500,00,0.00,N,5,-14000,
20231019,494000,499000,502000,488500,312509,154299724339,00,0.00,N,5,-18000,
20231018,512000,522000,526000,512000,142190,73586342704,00,0.00,N,5,-12000,
