Date,Open,High,Low,Close,Volume,Change,RSI,Stochastic RSI
2017-12-01,85303,85775,82847,83508,209348,-0.028570099111255853,,
2017-12-04,84452,85114,83602,84831,137589,0.01584279350481399,,
2017-12-05,83508,84452,83130,83414,180926,-0.016703799318645296,,
2017-12-06,83886,83886,82374,83225,255255,-0.002265806699115247,,
2017-12-07,83224,84169,81335,81997,261608,-0.014755181736257117,,
2017-12-08,81807,82941,81713,82658,210188,0.008061270534287734,,
2017-12-11,82091,82658,81524,82280,100324,-0.004573060078879254,,
2017-12-12,81524,82847,80957,81430,177410,-0.010330578512396715,,
2017-12-13,81146,82469,81146,82280,228369,0.010438413361169019,,
2017-12-14,82941,83980,81902,81902,562440,-0.004594069032571757,,
2017-12-15,82941,84830,82563,84642,398732,0.03345461649288173,,
2017-12-18,84547,85681,83791,85020,197447,0.004465868008789897,,
2017-12-19,84641,86342,84641,85398,214200,0.004446012702893354,,
2017-12-20,84925,85869,84169,84925,189830,-0.0055387713997986365,56.30169883483056,
2017-12-21,84075,85019,83319,83981,159405,-0.011115690314983828,51.94059243456142,
2017-12-22,84830,84830,82469,83130,181817,-0.010133244424334054,42.740076824583866,
2017-12-26,83130,84736,82847,84547,200642,0.01704559124263194,54.835680751173705,
2017-12-27,83413,85492,82374,85209,162583,0.007829964398500255,58.139153265507055,
2017-12-28,85303,86247,84547,85964,106393,0.008860566372096867,66.93128467776356,
2018-01-02,85869,86436,84264,85775,175563,-0.002198594760597472,63.861958551987904,
2018-01-03,85019,85964,84641,85020,238461,-0.008802098513552847,61.79001721170396,
2018-01-04,85208,85775,83602,84170,261247,-0.009997647612326466,61.79001721170396,
2018-01-05,84264,84264,82941,83886,260522,-0.003374123797077355,57.264338700922735,
2018-01-08,84264,85492,83886,84642,231615,0.00901223088477221,61.98390482855143,
2018-01-09,84830,89554,84641,88421,419749,0.04464686562226783,65.15115066955337,
2018-01-10,87948,88609,86814,87192,206096,-0.013899413035364905,58.151929139768804,
2018-01-11,88515,88609,86247,88137,274631,0.010838150289017356,59.86032111743106,0.7077052289721414
2018-01-12,89081,89365,88137,89082,246619,0.010721944245889903,64.47322609846111,0.8983904154674378
2018-01-15,89459,89459,87381,88987,181317,-0.0010664331739296262,68.52427471876851,1.0
2018-01-16,88326,89270,88042,89271,205082,0.0031914774068122487,73.71958285052143,1.0
2018-01-17,88137,89176,88042,88609,197896,-0.007415622094521179,66.66119770303527,0.5710555806211907
2018-01-18,88137,88987,86909,87665,178809,-0.010653545350923777,59.84605516356638,0.1568932334988545
2018-01-19,86720,88326,86720,88326,158949,0.007540067301659681,59.541121344320565,0.13836213080152657
2018-01-22,88326,88703,87192,88704,145345,0.004279600570613384,61.65353704145779,0.2667355343154902
2018-01-23,87853,89459,87475,89271,287509,0.006392045454545414,67.17020760966153,0.6019885708581465
2018-01-24,88515,89081,87475,88137,229429,-0.012702893436838392,65.66374476822239,0.5104394678643824
2018-01-25,89081,91160,87948,89649,445090,0.0171551107934238,70.74364696566121,0.8088385096332962
2018-01-26,88609,89365,87570,88987,210848,-0.0073843545382547005,65.74617670508081,0.4878222310447873
2018-01-29,89270,90876,87853,88515,306608,-0.005304145549349881,50.448045757864634,0.0
2018-01-30,88515,88703,85492,85775,337643,-0.03095520533242957,44.09632530622448,0.0
2018-01-31,85775,85775,82185,84170,531602,-0.018711745846691885,34.333780901982465,0.0
2018-02-01,84264,87098,84264,86909,431754,0.03254128549364377,42.48356969906607,0.20692199711286877
2018-02-02,86909,87003,84641,85398,273527,-0.0173860014497923,38.693214038182845,0.11068539728850424
2018-02-05,85492,85869,83224,83319,311405,-0.024344832431672847,33.15408128608627,0.0
2018-02-06,83602,83886,79635,81241,499763,-0.02494028972983353,30.693847605072833,0.0
2018-02-07,81618,83035,79540,79541,445223,-0.02092539481296385,29.524145579191455,0.0
2018-02-08,80768,82469,79824,81336,384668,0.02256697803648433,33.33492275414838,0.09245083144571485
2018-02-09,80674,81146,78973,79824,329974,-0.018589554440837985,29.91495521577852,0.0094811830187579
2018-02-12,79918,80485,77840,79919,186241,0.001190118260172346,28.385874087085142,0.0
2018-02-13,80107,81524,79257,80863,294401,0.011811959609104195,33.03954486103339,0.10986580402346902
2018-02-14,81618,81902,80013,81052,234691,0.0023372865216477745,28.636747676556837,0.006714977446431453
2018-02-19,82847,82847,80485,81808,216713,0.009327345407886378,32.24338362602029,0.1748472270317918
2018-02-20,80863,81430,79257,79446,258975,-0.028872481908859715,29.4865415064465,0.07005956760939266
2018-02-21,79729,81241,79068,81241,310881,0.022593963195126188,39.28638941398866,0.7732125608982304
2018-02-22,80013,80768,79635,79824,182482,-0.017441932029394036,39.6385657066565,0.7981936856409539
2018-02-23,80579,81241,80013,81147,153604,0.016573962717979507,35.26794845571692,0.6115936170028919
2018-02-26,81524,81807,80485,81713,181421,0.006974995994922795,40.099940895169524,1.0
2018-02-27,81241,81996,80957,81147,232167,-0.006926682412835117,43.648379927476896,1.0
2018-02-28,81807,81902,80863,81430,248066,0.0034874979974612863,50.61752597529897,1.0
2018-03-02,79635,80863,78123,78879,308112,-0.03132752056981458,47.95097189550576,0.8800559628586624
2018-03-05,78218,80485,78218,79730,224784,0.01078867632703262,44.720578566732414,0.7347499214985083
2018-03-06,80579,81052,79068,81052,245589,0.016580960742506035,54.0878828229028,1.0
2018-03-07,80013,81807,80013,81052,317209,0.0,53.79564489112228,0.9885176857495696
2018-03-08,81902,82563,80674,82564,309301,0.018654690815772534,55.48957593752017,1.0
2018-03-09,82469,84264,82280,83508,214971,0.011433554575844163,57.55785327424915,1.0
2018-03-12,85019,85019,80768,84075,176608,0.006789768644920313,57.058347344168375,0.9822058215799627
2018-03-13,82752,85397,82185,85398,251721,0.015735950044603042,69.81358189081226,1.0
2018-03-14,84075,84736,83035,84359,172316,-0.012166561277781707,60.9296130117779,0.7428338115227894
2018-03-15,84925,84925,83130,84170,152092,-0.0022404248509346747,66.66922368824794,0.9089795760013499
2018-03-16,84452,85397,84264,85398,239233,0.014589521207081013,66.42454215284754,0.885943303331231
2018-03-19,85586,85681,84264,84642,125024,-0.008852666338790116,61.15299672530653,0.6690036951504679
2018-03-20,84169,85114,83697,84359,147701,-0.003343493773776629,62.5,0.7085409906356657
2018-03-21,83602,85208,83602,83697,188787,-0.007847414028141597,58.56959250018901,0.5519073884697872
2018-03-22,83224,84830,83130,84075,215517,0.004516290906484199,73.50280441469151,1.0
2018-03-23,82374,82847,80957,81241,209682,-0.03370799881058584,55.795044872286574,0.10145551309781943
2018-03-26,81713,82941,80768,81902,140194,0.008136285865511184,53.434065934065934,0.0
2018-03-27,83035,84264,81902,82942,189348,0.012698102610436912,57.043828264758496,0.1798699172933783
2018-03-28,81807,82563,80107,80863,237040,-0.02506570856743262,43.917614245869984,0.0
2018-03-29,81430,83130,80957,82091,238948,0.01518617909303388,45.03399453283802,0.037734429983300906
2018-03-30,81618,82185,80957,81336,258526,-0.009197110523687102,40.52576962988586,0.0
2018-04-02,81052,82752,81052,82280,174943,0.011606176846660876,38.924410343847676,0.0
2018-04-03,81902,82280,80863,81336,206103,-0.011473018959650028,39.1888992203705,0.007648963569012026
2018-04-04,81335,81996,78312,79068,331736,-0.027884331661257034,34.11581569115815,0.0
2018-04-05,79824,80674,78879,79163,211782,0.0012014974452370097,29.115026462115623,0.0
2018-04-06,79068,80674,78029,80202,229979,0.013124818412642236,35.404339250493095,0.14169019217625636
2018-04-09,80390,81146,79351,80580,213195,0.004713099423954592,37.654361319830116,0.19238031844797365
2018-04-10,79918,81524,79824,81336,229614,0.009381980640357446,42.33391778686928,0.2978047546979437
2018-04-11,80579,81335,79446,80108,249353,-0.015097865643749375,37.793094959689824,0.3107211171785037
2018-04-12,79824,80863,79824,80863,226382,0.0094247765516553,48.666196189131966,0.7000361084293361
2018-04-13,81052,81713,79257,79824,286563,-0.012848892571386217,42.85812482815507,0.49207618941744047
2018-04-16,80390,80390,78407,78974,188865,-0.010648426538384492,36.18191948739379,0.3614562772432456
2018-04-17,78879,80107,78596,79635,166986,0.008369843239547148,45.25502318392581,0.8255258865410745
2018-04-18,80013,80579,79635,80013,188070,0.004746656620832512,41.40612076095947,0.6286628611207683
2018-04-19,79446,80579,79446,80296,170874,0.003536925249646883,45.524186606989154,0.8392930128471496
2018-04-20,80579,80579,79446,79919,168426,-0.004695128026302675,39.31770880463307,0.5218451113141891
2018-04-23,80579,80579,78879,79352,210413,-0.007094683366908994,40.70638935731684,0.5928731148594117
2018-04-24,79635,79729,78312,78596,231871,-0.009527170077628822,47.42414320017463,0.9364716788663018
2018-04-25,78879,78973,76801,77557,529686,-0.01321950226474633,42.054225212744896,0.5014294749988693
2018-04-26,77651,77934,76045,76234,337092,-0.01705842154802273,30.904716073147256,0.0
2018-04-27,76517,77179,75384,75951,241999,-0.003712254374688473,27.51821272462361,0.0
2018-04-30,76423,76990,75950,76612,171720,0.00870297955260635,26.84313725490196,0.0
2018-05-02,76895,77084,76045,77085,302001,0.006173967524669699,33.996823716251996,0.3278040206420971
2018-05-03,77367,77462,76612,76707,210272,-0.004903677758318792,27.08425231583591,0.011715416708741232
2018-05-04,76234,76328,74061,74062,351473,-0.034481859543457616,23.009181187933294,0.0
2018-05-08,73778,74817,72077,72267,506179,-0.024236450541438304,21.13779154832602,0.0
2018-05-09,72266,73589,71888,73306,341270,0.014377239957380272,23.6225723097441,0.09452741081485665
2018-05-10,74061,76612,73967,76612,443695,0.045098627670313585,38.60636515912898,0.6645491866717252
2018-05-11,76234,76801,75195,76612,198493,0.0,37.41975140008195,0.6194073665072835
2018-05-14,76612,76895,75289,75573,141463,-0.013561844097530362,35.80109775222164,0.5578296447565178
2018-05-15,75100,75762,74061,75290,183376,-0.0037447236446879195,36.4780292942743,0.5835818507308702
2018-05-16,75100,75856,74250,75006,140248,-0.0037720812856952834,37.661534231509485,0.7899885299898015
2018-05-17,75006,75573,74345,74440,235197,-0.007546062981628188,38.92717584369449,1.0
2018-05-18,74439,75384,74439,75384,156780,0.012681354110693155,46.89690420560748,1.0
2018-05-21,75573,75950,74250,74534,221474,-0.011275602249814276,45.03260183692071,0.9276255205879628
2018-05-23,72455,73494,72361,73117,340815,-0.01901145785815872,38.3647379985352,0.6687709580453871
