Date,Open,High,Low,Close,Volume,Change,RSI,Stochastic RSI
2017-12-01,8200,8200,8030,8160,26870,0.0049261083743843415,,
2017-12-04,8190,8380,8070,8340,91400,0.022058823529411686,,
2017-12-05,8350,8350,8250,8340,27420,0.0,,
2017-12-06,8400,8400,8110,8150,49170,-0.0227817745803357,,
2017-12-07,8179,8290,8070,8260,47130,0.013496932515337345,,
2017-12-08,8260,8460,8210,8330,65780,0.008474576271186418,,
2017-12-11,8420,8420,8250,8390,45120,0.007202881152460927,,
2017-12-12,8460,8470,8300,8350,25530,-0.004767580452920139,,
2017-12-13,8350,8440,8290,8320,38240,-0.003592814371257469,,
2017-12-14,8300,8410,8140,8210,49040,-0.013221153846153855,,
2017-12-15,8200,8210,8110,8160,9670,-0.006090133982947665,,
2017-12-18,8170,8260,8100,8240,17060,0.009803921568627416,,
2017-12-19,8030,8250,8030,8250,29670,0.0012135922330096527,,
2017-12-20,8250,8250,8140,8190,10100,-0.0072727272727273196,51.515151515151516,
2017-12-21,8150,8210,8080,8080,12400,-0.013431013431013383,46.36363636363636,
2017-12-22,8050,8130,8020,8120,23070,0.004950495049504955,38.541666666666664,
2017-12-26,8150,8280,8020,8210,43580,0.011083743842364546,43.80952380952381,
2017-12-27,8210,8310,8100,8290,32510,0.00974421437271622,57.44680851063829,
2017-12-28,8260,8300,8200,8240,13550,-0.006031363088057851,48.86363636363636,
2018-01-02,8170,8280,8069,8250,36360,0.0012135922330096527,45.12195121951219,
2018-01-03,8250,8260,8110,8260,23420,0.00121212121212122,41.55844155844156,
2018-01-04,8200,8260,8100,8210,30280,-0.006053268765133124,41.02564102564102,
2018-01-05,8250,8250,8030,8100,37220,-0.013398294762484775,37.2093023255814,
2018-01-08,8040,8140,7990,8020,19460,-0.00987654320987652,38.554216867469876,
2018-01-09,8020,8059,7940,7980,31980,-0.004987531172069848,39.024390243902445,
2018-01-10,7960,8039,7870,7930,15880,-0.006265664160400974,30.37974683544303,
2018-01-11,7930,7960,7800,7930,23630,0.0,29.48717948717949,0.0
2018-01-12,7950,7990,7849,7910,23780,-0.0025220680958385477,31.08108108108108,0.05700725115359256
2018-01-15,7910,7979,7800,7900,34320,-0.0012642225031606058,35.9375,0.23070121951219513
