stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20220801,583000,569000,583000,562000,339889,196474845000,00,0.00,N,2,14000,
20220729,569000,586000,594000,554000,603105,343151602000,00,0.00,N,5,-9000,
20220728,578000,561000,579000,558000,258164,147103031000,00,0.00,N,2,22000,
20220727,556000,564000,568000,550000,163531,90712512000,00,0.00,N,5,-7000,
20220726,563000,557000,563000,549000,130874,73025753000,00,0.00,N,2,5000,
20220725,558000,566000,572000,557000,173284,97311999000,00,0.00,N,5,-10000,
20220722,568000,568000,574000,562000,143092,81259590000,00,0.00,N,2,1000,
20220721,567000,564000,574000,558000,220943,125531070000,00,0.00,N,2,8000,
20220720,559000,557000,565000,550000,257037,143565822000,00,0.00,N,2,14000,
20220719,545000,549000,554000,543000,134849,73847822000,00,0.00,N,5,-1000,
20220718,546000,550000,557000,538000,155669,84809643000,00,0.00,N,5,-2000,
20220715,548000,547000,556000,542000,229081,125765404000,00,0.00,N,2,7000,
20220714,541000,537000,550000,534000,329995,179342914000,00,0.00,N,2,13000,
20220713,528000,527000,538000,520000,217216,114720442000,00,0.00,N,3,0,
20220712,528000,523000,529000,512000,176818,91845025000,00,0.00,N,2,1000,
20220711,527000,539000,548000,523000,175385,93012368000,00,0.00,N,5,-10000,
20220708,537000,554000,559000,531000,236160,127951692000,00,0.00,N,5,-4000,
20220707,541000,531000,546000,529000,210515,113485771000,00,0.00,N,2,19000,
20220706,522000,530000,533000,517000,212320,111609172000,00,0.00,N,5,-14000,
20220705,536000,512000,536000,509000,206871,108566345000,00,0.00,N,2,30000,
20220704,506000,510000,516000,501000,209007,105800082000,00,0.00,N,5,-6000,
20220701,512000,532000,535000,509000,339486,175607024000,00,0.00,N,5,-20000,
20220630,532000,564000,569000,532000,460818,248496695000,00,0.00,N,5,-38000,
20220629,570000,571000,579000,569000,172702,98937812000,00,0.00,N,5,-11000,
20220628,581000,568000,581000,565000,235259,135033955000,00,0.00,N,2,12000,
20220627,569000,563000,577000,561000,257213,146301753000,00,0.00,N,2,19000,
20220624,550000,534000,552000,527000,267270,144074447000,00,0.00,N,2,17000,
20220623,533000,537000,550000,532000,276032,148932648000,00,0.00,N,5,-4000,
20220622,537000,574000,575000,537000,322294,177124314000,00,0.00,N,5,-35000,
20220621,572000,569000,577000,564000,258060,147213140000,00,0.00,N,2,13000,
20220620,559000,560000,573000,548000,253537,141866351000,00,0.00,N,2,3000,
20220617,556000,541000,565000,535000,397490,220991490000,00,0.00,N,2,7000,
20220616,549000,537000,563000,537000,324363,179292784000,00,0.00,N,2,21000,
20220615,528000,534000,537000,521000,218355,115397559000,00,0.00,N,5,-3000,
20220614,531000,538000,539000,518000,440669,232957060000,00,0.00,N,5,-18000,
20220613,549000,546000,560000,546000,208536,114885340000,00,0.00,N,5,-11000,
20220610,560000,549000,563000,548000,194053,107995685000,00,0.00,N,2,4000,
20220609,556000,547000,556000,539000,419645,231050350364,00,0.00,N,2,9000,
20220608,547000,546000,551000,542000,260244,142329577000,00,0.00,N,2,11000,
20220607,536000,562000,564000,536000,492451,268695738000,00,0.00,N,5,-33000,
20220603,569000,573000,575000,566000,193614,110347970000,00,0.00,N,3,0,
20220602,569000,569000,572000,563000,246437,139935438000,00,0.00,N,5,-6000,
20220531,575000,576000,580000,564000,586302,335088201000,00,0.00,N,5,-6000,
20220530,581000,597000,598000,569000,392919,227225071000,00,0.00,N,5,-9000,
20220527,590000,590000,596000,585000,196176,115627732000,00,0.00,N,2,8000,
20220526,582000,591000,593000,579000,203198,118907746000,00,0.00,N,5,-6000,
20220525,588000,590000,592000,579000,232037,136277498000,00,0.00,N,2,3000,
20220524,585000,614000,614000,583000,315943,187558235000,00,0.00,N,5,-26000,
20220523,611000,615000,623000,606000,213765,130759035000,00,0.00,N,2,6000,
20220520,605000,595000,610000,594000,280576,169244382000,00,0.00,N,2,14000,
20220519,591000,586000,596000,586000,193112,114079588000,00,0.00,N,5,-12000,
20220518,603000,599000,607000,592000,202035,121296714000,00,0.00,N,2,12000,
20220517,591000,589000,594000,587000,132614,78271223000,00,0.00,N,2,4000,
20220516,587000,598000,603000,581000,140125,82896886000,00,0.00,N,5,-2000,
20220513,589000,569000,593000,569000,247619,144558491000,00,0.00,N,2,25000,
20220512,564000,571000,584000,564000,316270,180579486412,00,0.00,N,5,-20000,
20220511,584000,587000,591000,575000,277659,161505706000,00,0.00,N,5,-9000,
20220510,593000,576000,597000,568000,388795,226675694960,00,0.00,N,2,2000,
20220509,591000,609000,615000,591000,233996,140467811000,00,0.00,N,5,-26000,
20220506,617000,605000,619000,604000,305865,186838569000,00,0.00,N,2,5000,
20220504,612000,630000,635000,611000,201083,124538227000,00,0.00,N,5,-12000,
20220503,624000,614000,630000,608000,272983,169594360000,00,0.00,N,2,13000,
20220502,611000,604000,613000,601000,194770,118107795000,00,0.00,N,3,0,
20220429,611000,604000,628000,600000,402673,248105260000,00,0.00,N,2,13000,
20220428,598000,608000,608000,583000,301269,179049543000,00,0.00,N,2,8000,
20220427,590000,560000,591000,560000,264329,152603404000,00,0.00,N,2,9000,
20220426,581000,581000,590000,580000,144403,84444614000,00,0.00,N,2,3000,
20220425,578000,583000,588000,573000,247639,143466464000,00,0.00,N,5,-18000,
20220422,596000,603000,605000,590000,198306,118387111000,00,0.00,N,5,-14000,
20220421,610000,611000,623000,609000,175316,107615836000,00,0.00,N,2,3000,
20220420,607000,610000,612000,600000,171244,103695386000,00,0.00,N,5,-3000,
20220419,610000,606000,614000,605000,117792,71735654000,00,0.00,N,2,9000,
20220418,601000,607000,616000,600000,165229,99839181000,00,0.00,N,5,-12000,
20220415,613000,607000,620000,606000,229976,141422467000,00,0.00,N,5,-7000,
20220414,620000,602000,620000,597000,530368,325198509000,00,0.00,N,2,21000,
20220413,599000,576000,601000,575000,362650,215262721000,00,0.00,N,2,22000,
20220412,577000,573000,582000,569000,298986,172203364000,00,0.00,N,5,-8000,
20220411,585000,595000,596000,581000,233199,136780651000,00,0.00,N,5,-16000,
20220408,601000,587000,605000,586000,257178,153541571000,00,0.00,N,2,18000,
20220407,583000,591000,592000,578000,251110,146663718000,00,0.00,N,5,-15000,
20220406,598000,590000,605000,590000,236192,141316500000,00,0.00,N,5,-2000,
20220405,600000,595000,609000,591000,357713,214770790000,00,0.00,N,2,15000,
20220404,585000,576000,587000,562000,314618,181308390000,00,0.00,N,5,-2000,
