체결시각,체결가,전일비,매도,매수,거래량,변동량
15:58,29400,150,0,29400,445304,10
15:57,29400,150,0,29400,445294,4
15:55,29400,150,0,29400,445290,20
15:52,29400,150,0,29400,445270,63
15:49,29400,150,0,29400,445207,21
15:48,29400,150,0,29400,445186,100
15:47,29400,150,0,29400,445086,40
15:46,29400,150,29400,0,445046,52
15:43,29400,150,29400,0,444994,203
15:42,29400,150,29400,0,444791,1
15:41,29400,150,29400,0,444790,1
15:40,29400,150,29400,0,444789,261
15:30,29400,150,29450,29400,444528,19664
15:19,29400,150,29400,29300,424864,5940
15:18,29350,100,29400,29350,418924,3966
15:17,29300,50,29350,29300,414958,1449
15:16,29350,100,29350,29300,413509,421
15:15,29300,50,29350,29300,413088,490
15:14,29300,50,29350,29300,412598,711
15:13,29300,50,29350,29300,411887,221
15:12,29350,100,29350,29300,411666,2764
15:11,29300,50,29350,29300,408902,559
15:10,29300,50,29350,29300,408343,5253
15:09,29300,50,29300,29250,403090,1044
15:08,29300,50,29300,29250,402046,373
15:07,29300,50,29300,29250,401673,1143
15:06,29300,50,29350,29300,400530,1014
15:05,29250,0,29300,29250,399516,211
15:04,29300,50,29300,29250,399305,2288
15:03,29300,50,29350,29300,397017,328
15:02,29300,50,29350,29300,396689,180
15:01,29300,50,29350,29300,396509,1425
15:00,29250,0,29300,29250,395084,1385
14:59,29250,0,29300,29250,393699,307
14:58,29250,0,29300,29250,393392,5341
14:57,29300,50,29350,29300,388051,664
14:56,29350,100,29350,29300,387387,16
14:55,29300,50,29350,29300,387371,147
14:54,29300,50,29350,29300,387224,668
14:53,29300,50,29300,29250,386556,449
14:52,29250,0,29300,29250,386107,453
14:51,29300,50,29300,29250,385654,3120
14:50,29350,100,29350,29300,382534,457
14:49,29350,100,29350,29300,382077,235
14:48,29350,100,29350,29300,381842,405
14:47,29350,100,29350,29300,381437,354
14:46,29350,100,29350,29300,381083,155
14:45,29350,100,29350,29300,380928,49
14:44,29350,100,29350,29300,380879,69
14:43,29300,50,29350,29300,380810,209
14:42,29350,100,29350,29300,380601,39
14:41,29350,100,29350,29300,380562,1099
14:40,29350,100,29350,29300,379463,182
14:39,29300,50,29350,29300,379281,999
14:38,29300,50,29350,29300,378282,1020
14:37,29350,100,29350,29300,377262,1136
14:36,29400,150,29400,29350,376126,136
14:35,29350,100,29400,29350,375990,304
