stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20230801,15480,15260,15730,15020,1735287,26833712770,00,0.00,N,2,280,
20230731,15200,14420,15380,14410,1942655,29180439870,00,0.00,N,2,930,
20230728,14270,14650,14690,14100,1493911,21367584090,00,0.00,N,5,-530,
20230727,14800,15210,15940,14510,4788876,72579366070,00,0.00,N,2,150,
20230726,14650,15360,15360,14410,1936074,28824837010,00,0.00,N,5,-690,
20230725,15340,14890,15490,14890,1809281,27658097980,00,0.00,N,2,420,
20230724,14920,15010,15080,14600,1204740,17947857630,00,0.00,N,5,-40,
20230721,14960,14810,15130,14810,1262246,18951177860,00,0.00,N,2,80,
20230720,14880,14650,15090,14650,1405657,20964035740,00,0.00,N,2,180,
20230719,14700,15020,15120,14680,2011671,29819391480,00,0.00,N,5,-300,
20230718,15000,15510,15610,14940,2751655,41633159060,00,0.00,N,5,-600,
20230717,15600,17350,17350,15490,5556246,87900046010,00,0.00,N,5,-1700,
20230714,17300,17300,17690,17080,3419091,59598696010,00,0.00,N,2,50,
20230713,17250,17300,17600,17020,2701937,46808035680,00,0.00,N,5,-200,
20230712,17450,17070,17500,16800,4644305,79977109010,00,0.00,N,2,230,
20230711,17220,15450,17720,15310,15724665,265955705870,00,0.00,N,2,1980,
20230710,15240,15200,15500,14960,1930538,29530929920,00,0.00,N,2,260,
20230707,14980,14640,15160,14510,1134500,16837434570,00,0.00,N,2,340,
20230706,14640,14590,14840,14510,618200,9069616220,00,0.00,N,2,50,
20230705,14590,14730,14730,14520,422749,6183713830,00,0.00,N,5,-100,
20230704,14690,14530,14700,14410,480718,7012487790,00,0.00,N,2,110,
20230703,14580,14800,14810,14450,525261,7663201230,00,0.00,N,5,-20,
20230630,14600,14250,14750,14250,970865,14163670290,00,0.00,N,2,370,
20230629,14230,13990,14670,13870,1332257,19091873800,00,0.00,N,2,540,
20230628,13690,14020,14030,13680,515282,7109160000,00,0.00,N,5,-220,
20230627,13910,14080,14090,13840,464734,6474097510,00,0.00,N,5,-160,
20230626,14070,14120,14210,13850,517045,7258630200,00,0.00,N,5,-50,
20230623,14120,14870,14870,14060,1016849,14561753060,00,0.00,N,5,-680,
20230622,14800,14720,14960,14720,564564,8367641870,00,0.00,N,5,-100,
20230621,14900,15200,15440,14810,945026,14250476040,00,0.00,N,5,-350,
20230620,15250,15360,15370,15020,990891,15076691800,00,0.00,N,5,-110,
20230619,15360,14800,15500,14800,3219736,49143644320,00,0.00,N,2,590,
20230616,14770,14500,14870,14500,1081666,15913354300,00,0.00,N,2,370,
20230615,14400,14500,14600,14280,473691,6821998860,00,0.00,N,5,-50,
20230614,14450,14270,14600,14240,676906,9762151170,00,0.00,N,2,290,
20230613,14160,14320,14370,14050,584288,8269297870,00,0.00,N,5,-140,
20230612,14300,14470,14640,14220,395615,5693092210,00,0.00,N,5,-80,
20230609,14380,14450,14450,14260,389057,5593226670,00,0.00,N,2,40,
20230608,14340,14390,14420,14210,299867,4291880720,00,0.00,N,2,30,
20230607,14310,14200,14470,14200,354355,5084343680,00,0.00,N,2,120,
20230605,14190,14390,14460,14140,343162,4881732520,00,0.00,N,5,-190,
20230602,14380,14070,14410,14010,410289,5859279900,00,0.00,N,2,330,
20230601,14050,14190,14370,14000,326336,4609042830,00,0.00,N,5,-30,
20230531,14080,14020,14160,13940,546601,7681257080,00,0.00,N,2,80,
20230530,14000,14030,14180,14000,394731,5547950360,00,0.00,N,2,40,
20230526,13960,14530,14590,13930,572643,8087386050,00,0.00,N,5,-330,
20230525,14290,14400,14400,14030,385843,5492143130,00,0.00,N,5,-200,
20230524,14490,14480,14610,14360,329726,4767102170,00,0.00,N,2,10,
20230523,14480,14750,14800,14400,414783,6018800480,00,0.00,N,5,-170,
20230522,14650,14690,14950,14550,600598,8849943790,00,0.00,N,5,-40,
20230519,14690,14490,14700,14380,902597,13160431430,00,0.00,N,2,360,
20230518,14330,13950,14350,13830,798800,11283002570,00,0.00,N,2,660,
20230517,13670,13780,13930,13610,389042,5347645770,00,0.00,N,5,-180,
20230516,13850,13910,13990,13740,206838,2864445430,00,0.00,N,5,-40,
20230515,13890,13930,14140,13850,295102,4115049760,00,0.00,N,5,-150,
20230512,14040,14250,14250,13880,339262,4752676240,00,0.00,N,5,-210,
20230511,14250,13860,14300,13860,471848,6695094790,00,0.00,N,2,440,
20230510,13810,14110,14160,13790,387608,5401183470,00,0.00,N,5,-240,
20230509,14050,14240,14300,13880,401832,5652415710,00,0.00,N,5,-180,
20230508,14230,14180,14520,14180,381077,5477624630,00,0.00,N,2,80,
20230504,14150,14300,14400,14070,353115,5017237040,00,0.00,N,5,-150,
20230503,14300,14370,14540,14190,414976,5946951870,00,0.00,N,5,-100,
20230502,14400,14020,14500,14020,387321,5551821270,00,0.00,N,2,260,
20230428,14140,14700,14790,14120,743001,10608582050,00,0.00,N,5,-550,
20230427,14690,14410,14780,14040,917692,13257469560,00,0.00,N,2,240,
20230426,14450,14920,14920,14100,1228188,17651823140,00,0.00,N,5,-470,
20230425,14920,14780,15380,14700,1810001,27267915480,00,0.00,N,2,280,
20230424,14640,14520,15200,14510,1013218,14997332430,00,0.00,N,2,190,
20230421,14450,15100,15140,14360,1071273,15633539950,00,0.00,N,5,-600,
20230420,15050,14850,15700,14750,2989097,45738381280,00,0.00,N,2,210,
20230419,14840,14800,14970,14540,724231,10733326620,00,0.00,N,5,-30,
20230418,14870,14960,15090,14610,1163681,17351943240,00,0.00,N,2,30,
20230417,14840,14560,14950,14550,1021699,15081334980,00,0.00,N,2,370,
20230414,14470,14700,14750,14300,773401,11166387690,00,0.00,N,5,-230,
20230413,14700,14590,14760,14350,598690,8729859620,00,0.00,N,2,170,
20230412,14530,14430,14810,14370,755005,11012452420,00,0.00,N,2,110,
20230411,14420,14550,14690,14070,767428,10994711410,00,0.00,N,5,-20,
20230410,14440,14200,14540,14050,842415,12084207220,00,0.00,N,2,190,
20230407,14250,14260,14320,14010,857892,12142294520,00,0.00,N,3,0,
20230406,14250,14630,14670,14250,944085,13547988700,00,0.00,N,5,-350,
20230405,14600,14320,14760,14090,1421166,20611144470,00,0.00,N,2,300,
20230404,14300,14390,14810,14200,1765129,25547805600,00,0.00,N,2,170,
20230403,14130,13920,14170,13680,1390506,19483510150,00,0.00,N,2,270,
