stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20220401,587000,590000,597000,585000,346173,204101937000,00,0.00,N,5,-9000,
20220331,596000,564000,596000,562000,655161,384281762368,00,0.00,N,2,35000,
20220330,561000,552000,569000,551000,553893,311427316000,00,0.00,N,2,19000,
20220329,542000,540000,545000,533000,215431,116050388000,00,0.00,N,2,9000,
20220328,533000,540000,540000,527000,206013,109770023000,00,0.00,N,5,-8000,
20220325,541000,542000,547000,536000,426757,231136921000,00,0.00,N,2,10000,
20220324,531000,521000,531000,515000,323285,169568824000,00,0.00,N,2,11000,
20220323,520000,515000,528000,513000,389211,202583373000,00,0.00,N,2,11000,
20220322,509000,503000,511000,500000,176727,89533886000,00,0.00,N,2,5000,
20220321,504000,511000,515000,502000,230907,117401039000,00,0.00,N,3,0,
20220318,504000,516000,516000,502000,340756,172469168000,00,0.00,N,5,-4000,
20220317,508000,515000,517000,506000,375000,191991029000,00,0.00,N,2,10000,
20220316,498000,492500,499500,485000,301513,148289639500,00,0.00,N,2,11000,
20220315,487000,482000,489500,479000,275308,133389198560,00,0.00,N,5,-4000,
20220314,491000,473000,491000,462500,652287,310276451506,00,0.00,N,2,10000,
20220311,481000,501000,507000,472500,607493,293877882000,00,0.00,N,5,-22000,
20220310,503000,512000,512000,498500,423412,212840658598,00,0.00,N,2,6000,
20220308,497000,494000,504000,493500,403055,200706280500,00,0.00,N,5,-14000,
20220307,511000,514000,520000,505000,339783,173745325000,00,0.00,N,5,-17000,
20220304,528000,548000,548000,528000,324960,173241188000,00,0.00,N,5,-23000,
20220303,551000,552000,555000,550000,149397,82522355000,00,0.00,N,2,4000,
20220302,547000,559000,559000,542000,277236,152320930000,00,0.00,N,5,-1000,
20220228,548000,533000,550000,530000,247980,135064187000,00,0.00,N,2,9000,
20220225,539000,527000,542000,524000,249930,133394905000,00,0.00,N,2,23000,
20220224,516000,536000,538000,515000,382354,200277436000,00,0.00,N,5,-33000,
20220223,549000,547000,553000,537000,151387,82510531000,00,0.00,N,2,8000,
20220222,541000,538000,548000,536000,196900,106423371000,00,0.00,N,5,-12000,
20220221,553000,545000,555000,535000,154813,84628678000,00,0.00,N,5,-2000,
20220218,555000,547000,560000,547000,178702,98954456000,00,0.00,N,5,-2000,
20220217,557000,543000,566000,542000,391192,218097807000,00,0.00,N,2,17000,
20220216,540000,545000,548000,537000,220846,119686254000,00,0.00,N,2,10000,
20220215,530000,525000,542000,524000,231203,123260831000,00,0.00,N,2,4000,
20220214,526000,532000,540000,521000,441284,233045647000,00,0.00,N,5,-21000,
20220211,547000,557000,558000,545000,365615,200915086000,00,0.00,N,5,-22000,
20220210,569000,573000,580000,563000,294896,168223788000,00,0.00,N,2,3000,
20220209,566000,560000,574000,555000,330303,186548783000,00,0.00,N,2,10000,
20220208,556000,563000,571000,546000,665790,372029436000,00,0.00,N,5,-12000,
20220207,568000,589000,590000,567000,375857,215355394000,00,0.00,N,5,-19000,
20220204,587000,580000,590000,574000,439674,256185559000,00,0.00,N,2,3000,
20220203,584000,589000,600000,580000,536499,315433272000,00,0.00,N,3,0,
20220128,584000,588000,592000,552000,874174,497869973000,00,0.00,N,5,-10000,
20220127,594000,637000,646000,590000,600549,364408233000,00,0.00,N,5,-39000,
20220126,633000,646000,651000,633000,329310,210759097000,00,0.00,N,5,-9000,
20220125,642000,674000,676000,640000,463077,301667799000,00,0.00,N,5,-40000,
20220124,682000,676000,685000,667000,281941,190753987000,00,0.00,N,5,-2000,
20220121,684000,687000,691000,669000,261918,177816316500,00,0.00,N,5,-4000,
20220120,688000,657000,692000,652000,375814,255255149000,00,0.00,N,2,27000,
20220119,661000,676000,680000,659000,320317,214650741000,00,0.00,N,5,-14000,
20220118,675000,642000,682000,640000,487240,326069606000,00,0.00,N,2,34000,
20220117,641000,646000,658000,638000,257927,166537693000,00,0.00,N,5,-6000,
20220114,647000,654000,665000,643000,245855,160552805000,00,0.00,N,5,-19000,
20220113,666000,674000,674000,660000,313767,208882391000,00,0.00,N,2,7000,
20220112,659000,632000,663000,632000,437843,283623193000,00,0.00,N,2,32000,
20220111,627000,640000,640000,622000,272004,171036711000,00,0.00,N,2,3000,
20220110,624000,637000,637000,623000,261638,163978249000,00,0.00,N,5,-12000,
20220107,636000,648000,649000,635000,458320,291793238300,00,0.00,N,5,-6000,
20220106,642000,642000,658000,638000,235833,152722607000,00,0.00,N,5,-6000,
20220105,648000,644000,650000,635000,336895,216065720500,00,0.00,N,5,-1000,
20220104,649000,653000,656000,645000,209259,135854816000,00,0.00,N,5,-1000,
20220103,650000,663000,664000,643000,170091,110740998000,00,0.00,N,5,-5000,
20211230,655000,657000,660000,651000,147850,96857334000,00,0.00,N,5,-8000,
20211229,663000,660000,667000,655000,238556,157363842000,02,0.00,N,2,12000,
20211228,651000,647000,651000,640000,229379,147893129000,00,0.00,N,2,7000,
20211227,644000,651000,651000,642000,129558,83744986000,00,0.00,N,5,-7000,
20211224,651000,648000,662000,646000,215205,140816272000,00,0.00,N,2,8000,
20211223,643000,641000,646000,638000,259442,166525691000,00,0.00,N,2,11000,
20211222,632000,646000,649000,629000,368128,233987792000,00,0.00,N,5,-13000,
20211221,645000,653000,654000,628000,444824,285111279000,00,0.00,N,5,-9000,
20211220,654000,675000,676000,653000,352862,232954215920,00,0.00,N,5,-26000,
20211217,680000,671000,686000,671000,242779,164941110000,00,0.00,N,5,-3000,
20211216,683000,680000,691000,678000,223939,153170262000,00,0.00,N,2,9000,
20211215,674000,674000,678000,661000,327141,218429572000,00,0.00,N,5,-6000,
20211214,680000,697000,698000,680000,293090,200874445500,00,0.00,N,5,-23000,
20211213,703000,709000,720000,702000,159194,113053453000,00,0.00,N,5,-6000,
20211210,709000,705000,711000,697000,183639,129313506000,00,0.00,N,2,1000,
20211209,708000,714000,717000,705000,313022,222294351000,00,0.00,N,5,-2000,
20211208,710000,700000,719000,695000,264783,188446001000,00,0.00,N,2,19000,
20211207,691000,701000,702000,684000,172060,118706519000,00,0.00,N,5,-7000,
20211206,698000,692000,703000,683000,162519,112880853000,00,0.00,N,2,6000,
20211203,692000,682000,699000,681000,260528,179877759500,00,0.00,N,2,7000,
20211202,685000,688000,696000,680000,291867,200150670193,00,0.00,N,5,-8000,
