stck_bsop_date,stck_clpr,stck_oprc,stck_hgpr,stck_lwpr,acml_vol,acml_tr_pbmn,flng_cls_code,prtt_rate,mod_yn,prdy_vrss_sign,prdy_vrss,revl_issu_reas
20210730,741000,761000,762000,739000,311735,232399641000,00,0.00,N,5,-24000,
20210729,765000,768000,768000,760000,200138,152895497000,00,0.00,N,2,6000,
20210728,759000,760000,770000,751000,323850,246134164000,00,0.00,N,5,-1000,
20210727,760000,742000,770000,736000,435405,328301766000,00,0.00,N,2,23000,
20210726,737000,760000,760000,736000,227142,169071939000,00,0.00,N,5,-14000,
20210723,751000,740000,751000,736000,253498,188955325000,00,0.00,N,2,13000,
20210722,738000,738000,742000,731000,130209,95870173000,00,0.00,N,2,5000,
20210721,733000,738000,743000,727000,199429,146614770000,00,0.00,N,2,2000,
20210720,731000,734000,743000,720000,257595,188165510000,00,0.00,N,5,-12000,
20210719,743000,742000,747000,734000,158387,117175013000,00,0.00,N,5,-6000,
20210716,749000,743000,757000,741000,152189,114015088000,00,0.00,N,5,-1000,
20210715,750000,748000,754000,735000,271034,202006009000,00,0.00,N,2,5000,
20210714,745000,746000,750000,738000,221205,161698431000,00,0.00,N,5,-5000,
20210713,750000,737000,750000,733000,321888,237822494000,00,0.00,N,2,20000,
20210712,730000,739000,743000,722000,227623,166195424000,00,0.00,N,5,-6000,
20210709,736000,726000,740000,712000,375248,273099308000,00,0.00,N,2,4000,
20210708,732000,754000,757000,732000,347334,257183692000,00,0.00,N,5,-17000,
20210707,749000,749000,758000,742000,343412,258155857000,00,0.00,N,2,2000,
20210706,747000,729000,749000,724000,405598,300359043000,00,0.00,N,2,25000,
20210705,722000,726000,730000,717000,177677,128586586000,00,0.00,N,5,-1000,
20210702,723000,731000,745000,718000,329570,239807113000,00,0.00,N,5,-1000,
20210701,724000,702000,729000,701000,601568,433696139000,00,0.00,N,2,26000,
20210630,698000,690000,700000,690000,342344,238164348857,00,0.00,N,2,12000,
20210629,686000,680000,689000,677000,225136,153986828958,00,0.00,N,2,7000,
20210628,679000,687000,691000,676000,176132,120174959000,00,0.00,N,5,-9000,
20210625,688000,698000,699000,680000,247888,171105932000,00,0.00,N,5,-2000,
20210624,690000,691000,695000,686000,300007,207367444000,00,0.00,N,2,6000,
20210623,684000,684000,692000,680000,254367,175041558000,00,0.00,N,2,1000,
20210622,683000,678000,684000,667000,294145,199578768000,00,0.00,N,2,2000,
20210621,681000,673000,685000,665000,390155,264347622000,00,0.00,N,2,7000,
20210618,674000,665000,678000,658000,456319,306414540000,00,0.00,N,2,24000,
20210617,650000,654000,658000,648000,232949,152109305000,00,0.00,N,5,-6000,
20210616,656000,653000,657000,645000,238734,155833584000,00,0.00,N,2,3000,
20210615,653000,645000,654000,643000,349074,227153915000,00,0.00,N,2,14000,
20210614,639000,643000,645000,635000,210814,134925053000,00,0.00,N,2,1000,
20210611,638000,617000,640000,616000,598955,379900646195,00,0.00,N,2,28000,
20210610,610000,611000,616000,606000,404007,246999067096,00,0.00,N,2,4000,
20210609,606000,613000,615000,606000,278294,169459465928,00,0.00,N,5,-9000,
20210608,615000,621000,622000,615000,145294,89667734072,00,0.00,N,5,-7000,
20210607,622000,622000,628000,616000,130691,81193975000,00,0.00,N,2,1000,
20210604,621000,612000,624000,611000,176166,108749219000,00,0.00,N,2,1000,
20210603,620000,608000,624000,608000,260859,161239094000,00,0.00,N,2,9000,
20210602,611000,618000,619000,610000,225233,138007497487,00,0.00,N,5,-5000,
20210601,616000,609000,619000,606000,249348,153159095000,00,0.00,N,2,1000,
20210531,615000,640000,641000,606000,639305,394475490000,00,0.00,N,5,-25000,
20210528,640000,645000,645000,636000,177042,113412629000,00,0.00,N,2,4000,
20210527,636000,636000,639000,621000,355381,224292445000,00,0.00,N,5,-1000,
20210526,637000,644000,644000,631000,194013,123607861000,00,0.00,N,5,-6000,
20210525,643000,635000,643000,629000,201202,128634966000,00,0.00,N,2,8000,
20210524,635000,637000,641000,631000,170568,108427374000,00,0.00,N,5,-8000,
20210521,643000,649000,649000,636000,301766,193779270000,00,0.00,N,2,7000,
20210520,636000,626000,642000,625000,281873,178289874000,00,0.00,N,2,5000,
20210518,631000,629000,631000,617000,183687,115068291000,00,0.00,N,2,8000,
20210517,623000,633000,642000,617000,257196,160948160000,00,0.00,N,5,-3000,
20210514,626000,608000,633000,605000,288206,178619161000,00,0.00,N,2,24000,
20210513,602000,614000,618000,600000,588763,357203315000,00,0.00,N,5,-31000,
20210512,633000,641000,642000,628000,293943,185972007000,00,0.00,N,5,-8000,
20210511,641000,646000,656000,640000,379477,244403516705,00,0.00,N,5,-11000,
20210510,652000,655000,658000,645000,239224,156195362000,00,0.00,N,2,10000,
20210507,642000,643000,649000,635000,243140,156105792000,00,0.00,N,3,0,
20210506,642000,646000,650000,635000,320141,205321972000,00,0.00,N,5,-8000,
20210504,650000,630000,652000,630000,211468,136343229036,00,0.00,N,2,11000,
20210503,639000,655000,655000,636000,258398,166372231000,00,0.00,N,5,-15000,
20210430,654000,671000,672000,653000,280788,184540753000,00,0.00,N,5,-18000,
20210429,672000,670000,685000,667000,341060,230136297500,00,0.00,N,2,5000,
20210428,667000,685000,685000,667000,330896,221950929000,00,0.00,N,5,-18000,
20210427,685000,691000,693000,683000,260590,179314856000,00,0.00,N,5,-4000,
20210426,689000,680000,689000,671000,272880,186057694644,00,0.00,N,2,19000,
20210423,670000,672000,677000,660000,184541,123546251000,00,0.00,N,5,-2000,
20210422,672000,679000,679000,670000,190576,128478893900,00,0.00,N,2,1000,
20210421,671000,685000,686000,669000,283338,191046408000,00,0.00,N,5,-19000,
20210420,690000,690000,692000,683000,192025,132191582000,00,0.00,N,2,2000,
20210419,688000,692000,694000,685000,211812,145842386000,00,0.00,N,5,-6000,
20210416,694000,704000,712000,693000,301497,210762615000,00,0.00,N,5,-6000,
20210415,700000,697000,702000,688000,361247,250798363232,00,0.00,N,2,3000,
20210414,697000,700000,705000,685000,489847,340662954000,00,0.00,N,2,7000,
20210413,690000,665000,697000,663000,908436,621715610018,00,0.00,N,2,35000,
20210412,655000,673000,673000,651000,341245,224854532500,00,0.00,N,5,-8000,
20210409,663000,661000,673000,659000,327636,218367387000,00,0.00,N,2,6000,
20210408,657000,662000,662000,652000,258806,169805258000,00,0.00,N,2,3000,
20210407,654000,652000,671000,646000,449552,296232088000,00,0.00,N,2,12000,
20210406,642000,659000,660000,639000,322234,208068839000,00,0.00,N,5,-13000,
20210405,655000,665000,666000,650000,255627,167371277000,00,0.00,N,5,-13000,
20210402,668000,668000,672000,665000,233457,156092153230,00,0.00,N,2,1000,
